w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.05738852],[-0.05738852],[0.00163478],[1.33980131],[0.00676895],[0.00948465],[-0.27777191],[0.00375441],0.0,[1.33980131],[1.33980131]
[0.98653756],[0.01346244],[-0.01510878],[1.31955854],[0.00683274],[0.00952457],[-0.33774958],[0.00795454],0.0,[1.31955854],[1.31955854]
[0.99930696],[0.00069304],[0.00591345],[1.32736169],[0.00682841],[0.00950851],[-0.32552281],[0.00626592],0.0,[1.32736169],[1.32736169]
[0.98840076],[0.01159924],[-0.01040093],[1.31355589],[0.00685315],[0.00951363],[-0.33287945],[0.00680472],0.0,[1.31355589],[1.31355589]
[1.05215287],[-0.05215287],[-0.00254788],[1.31020911],[0.00683699],[0.00948937],[-0.27273411],[0.00425178],0.0,[1.31020911],[1.31020911]
[1.05848208],[-0.05848208],[-0.01082389],[1.29602755],[0.0068606],[0.00949721],[-0.26328985],[0.00507691],0.0,[1.29602755],[1.29602755]
[0.9462144],[0.0537856],[0.01524117],[1.31578053],[0.00692448],[0.00953816],[-0.36614416],[0.00937997],0.0,[1.31578053],[1.31578053]
[0.96522571],[0.03477429],[-0.00049183],[1.31513339],[0.00690557],[0.00951203],[-0.34898607],[0.00663656],0.0,[1.31513339],[1.31513339]
[1.04518989],[-0.04518989],[-0.0007835],[1.31410299],[0.00688686],[0.00948608],[-0.27210631],[0.00390453],0.0,[1.31410299],[1.31410299]
[1.06531333],[-0.06531333],[0.01054924],[1.32796577],[0.00690857],[0.00949224],[-0.24988957],[0.00455346],0.0,[1.32796577],[1.32796577]
[1.14002909],[-0.14002909],[0.00426493],[1.33362945],[0.006896],[0.00947143],[-0.18392595],[0.00235925],0.0,[1.33362945],[1.33362945]
[1.26444379],[-0.26444379],[-0.00106613],[1.33220763],[0.00687739],[0.00944574],[-0.08304934],[-0.00035655],0.0,[1.33220763],[1.33220763]
[1.38499988],[-0.38499988],[0.0061798],[1.3404404],[0.00686816],[0.00943091],[0.00667599],[-0.00192803],0.0,[1.3404404],[1.3404404]
1.5,-0.5,[-0.00050768],[1.33975988],[0.00684934],[0.00940508],[0.12010728],[-0.00467077],0.0,[1.33975988],[1.33975988]
[1.24059051],[-0.24059051],[-0.02112284],[1.31146035],[0.00690916],[0.00950884],[-0.09748486],[0.00630154],0.0,[1.31146035],[1.31146035]
[1.10665963],[-0.10665963],[0.00982014],[1.32433906],[0.00691526],[0.00951058],[-0.21084379],[0.00648405],0.0,[1.32433906],[1.32433906]
[0.8461058],[0.1538942],[0.01881018],[1.34925013],[0.00701043],[0.00958624],[-0.46563227],[0.01440841],0.0,[1.34925013],[1.34925013]
[0.79874936],[0.20125064],[0.00144362],[1.35119793],[0.00699228],[0.00956051],[-0.52582188],[0.01172023],0.0,[1.35119793],[1.35119793]
[0.83249415],[0.16750585],[-0.00022852],[1.35088915],[0.00697312],[0.00953426],[-0.48718773],[0.00897107],0.0,[1.35088915],[1.35088915]
[0.91135957],[0.08864043],[-0.00061924],[1.35005264],[0.0069542],[0.00950818],[-0.39939321],[0.00623197],0.0,[1.35005264],[1.35005264]
[1.02158396],[-0.02158396],[-0.00122226],[1.34840251],[0.00693582],[0.0094825],[-0.2878671],[0.00352682],0.0,[1.34840251],[1.34840251]
[1.14992693],[-0.14992693],[0.00329819],[1.3528498],[0.00692091],[0.0094596],[-0.17167532],[0.00110967],0.0,[1.3528498],[1.3528498]
[1.19622859],[-0.19622859],[-0.01054163],[1.33858856],[0.00693508],[0.00946588],[-0.13015441],[0.00177267],0.0,[1.33858856],[1.33858856]
[1.29282919],[-0.29282919],[0.00424912],[1.34427639],[0.0069211],[0.00944512],[-0.05451304],[-0.00042257],0.0,[1.34427639],[1.34427639]
[0.9304998],[0.0695002],[-0.02349588],[1.31269143],[0.00703167],[0.0095786],[-0.36753026],[0.01361095],0.0,[1.31269143],[1.31269143]
[0.85260331],[0.14739669],[0.00172932],[1.31496149],[0.00701369],[0.00955315],[-0.4575181],[0.01095012],0.0,[1.31496149],[1.31496149]
[0.64912754],[0.35087246],[-0.01907097],[1.28988391],[0.0071884],[0.00963106],[-0.70557811],[0.01907276],0.0,[1.28988391],[1.28988391]
[0.54994908],[0.45005092],[-0.01306851],[1.27302705],[0.0073233],[0.00965326],[-0.85278906],[0.02137504],0.0,[1.27302705],[1.27302705]
[0.50624569],[0.49375431],[0.00849891],[1.2838464],[0.00739097],[0.0096473],[-0.92639453],[0.02075782],0.0,[1.2838464],[1.2838464]
[0.49358774],[0.50641226],[-0.00661324],[1.27535601],[0.0074353],[0.00963327],[-0.94573685],[0.01930158],0.0,[1.27535601],[1.27535601]
[0.52127949],[0.47872051],[0.00278453],[1.27890728],[0.00742602],[0.00960902],[-0.89240011],[0.01678127],0.0,[1.27890728],[1.27890728]
[0.56530067],[0.43469933],[0.00430391],[1.28441158],[0.00743002],[0.00958792],[-0.8107901],[0.0145836],0.0,[1.28441158],[1.28441158]
[0.52392198],[0.47607802],[-0.01448075],[1.26581233],[0.00765074],[0.00962156],[-0.8575307],[0.01808543],0.0,[1.26581233],[1.26581233]
[0.51018084],[0.48981916],[0.00906274],[1.27728406],[0.00773493],[0.00961858],[-0.87316381],[0.01777594],0.0,[1.27728406],[1.27728406]
[0.52974339],[0.47025661],[0.00533452],[1.28409776],[0.00775144],[0.00960029],[-0.83340484],[0.01587292],0.0,[1.28409776],[1.28409776]
[0.54981607],[0.45018393],[0.007735],[1.29403025],[0.00780411],[0.00959105],[-0.7894418],[0.01490958],0.0,[1.29403025],[1.29403025]
[0.47741272],[0.52258728],[-0.01631492],[1.27291825],[0.00808956],[0.00964074],[-0.8947209],[0.02007722],0.0,[1.27291825],[1.27291825]
[0.48344706],[0.51655294],[-0.00216249],[1.27016558],[0.00807475],[0.00961559],[-0.88399203],[0.01746526],0.0,[1.27016558],[1.27016558]
[0.52003738],[0.47996262],[0.00207124],[1.27279639],[0.00805841],[0.00959041],[-0.81305878],[0.01484251],0.0,[1.27279639],[1.27279639]
[0.55116733],[0.44883267],[-0.00733936],[1.26345489],[0.0081051],[0.0095795],[-0.74914438],[0.0137046],0.0,[1.26345489],[1.26345489]
[0.5757536],[0.4242464],[-0.00820482],[1.25308847],[0.00815876],[0.0095725],[-0.69890352],[0.01297325],0.0,[1.25308847],[1.25308847]
[0.61846525],[0.38153475],[0.00535737],[1.25980173],[0.00816486],[0.00955445],[-0.62659555],[0.01108575],0.0,[1.25980173],[1.25980173]
[0.62449676],[0.37550324],[0.01068166],[1.2732585],[0.00824135],[0.00956099],[-0.60756596],[0.01177073],0.0,[1.2732585],[1.2732585]
[0.6768996],[0.3231004],[-0.0007227],[1.27233831],[0.00821922],[0.00953488],[-0.52967728],[0.00903577],0.0,[1.27233831],[1.27233831]
[0.75564987],[0.24435013],[0.00069806],[1.27322648],[0.00819696],[0.00950883],[-0.42233469],[0.00629984],0.0,[1.27322648],[1.27322648]
[0.78620258],[0.21379742],[0.01014543],[1.28614391],[0.00823433],[0.00951244],[-0.37814968],[0.00667929],0.0,[1.28614391],[1.28614391]
[0.86257581],[0.13742419],[-0.00104177],[1.28480404],[0.00821233],[0.00948662],[-0.2881164],[0.00396166],0.0,[1.28480404],[1.28480404]
[0.87947854],[0.12052146],[0.01089764],[1.29880537],[0.00824287],[0.00949493],[-0.26499832],[0.0048376],0.0,[1.29880537],[1.29880537]
[0.89636699],[0.10363301],[-0.00886263],[1.28729454],[0.00825418],[0.00949158],[-0.24460642],[0.00448429],0.0,[1.28729454],[1.28729454]
[0.73356254],[0.26643746],[-0.01869902],[1.26322339],[0.00837551],[0.0095663],[-0.43045162],[0.01232594],0.0,[1.26322339],[1.26322339]
[0.59458052],[0.40541948],[0.01516915],[1.28238541],[0.0084911],[0.00960596],[-0.62680104],[0.01646301],0.0,[1.28238541],[1.28238541]
[0.57623971],[0.42376029],[-0.00233098],[1.2793962],[0.008473],[0.00958113],[-0.6602678],[0.01387469],0.0,[1.2793962],[1.2793962]
[0.59559546],[0.40440454],[0.00501895],[1.28581744],[0.00847375],[0.00956204],[-0.62714141],[0.0118803],0.0,[1.28581744],[1.28581744]
[0.61860187],[0.38139813],[0.00764393],[1.29564613],[0.00850296],[0.00955257],[-0.58579982],[0.01088916],0.0,[1.29564613],[1.29564613]
[0.65840098],[0.34159902],[-0.00590361],[1.28799713],[0.00850956],[0.00953636],[-0.52267118],[0.00919085],0.0,[1.28799713],[1.28799713]
[0.72794544],[0.27205456],[0.00178158],[1.2902918],[0.00848843],[0.00951108],[-0.42474569],[0.0065364],0.0,[1.2902918],[1.2902918]
[0.75538191],[0.24461809],[-0.01001575],[1.27736856],[0.00852669],[0.00951392],[-0.38325165],[0.00683515],0.0,[1.27736856],[1.27736856]
[0.82395247],[0.17604753],[-0.00254508],[1.27411756],[0.00850703],[0.00948966],[-0.29867075],[0.0042818],0.0,[1.27411756],[1.27411756]
[0.8472127],[0.1527873],[0.01024653],[1.28717284],[0.00853328],[0.00949397],[-0.26775077],[0.00473662],0.0,[1.28717284],[1.28717284]
[0.92127255],[0.07872745],[0.00197163],[1.28971067],[0.00851154],[0.00946902],[-0.18649679],[0.00210486],0.0,[1.28971067],[1.28971067]
[0.99467777],[0.00532223],[0.0066077],[1.2982327],[0.00850472],[0.00945569],[-0.11063636],[0.00069552],0.0,[1.2982327],[1.2982327]
[1.10952843],[-0.10952843],[0.00046748],[1.2988396],[0.00848143],[0.00942978],[-0.00410713],[-0.00204844],0.0,[1.2988396],[1.2988396]
[1.21878987],[-0.21878987],[-0.00618952],[1.2908004],[0.00846816],[0.00941504],[0.08825115],[-0.00361219],0.0,[1.2908004],[1.2908004]
[0.68836652],[0.31163348],[0.03447571],[1.33530167],[0.00870137],[0.00973024],[-0.45587443],[0.02931774],0.0,[1.33530167],[1.33530167]
[0.52518088],[0.47481912],[0.00410251],[1.34077976],[0.00868846],[0.00970827],[-0.72793721],[0.02705713],0.0,[1.34077976],[1.34077976]
[0.45924778],[0.54075222],[-0.00250403],[1.3374224],[0.00867216],[0.00968338],[-0.86396861],[0.0244899],0.0,[1.3374224],[1.3374224]
[0.43021691],[0.56978309],[0.00052251],[1.33812122],[0.00864864],[0.00965685],[-0.9319843],[0.02174723],0.0,[1.33812122],[1.33812122]
[0.4273885],[0.5726115],[-0.00065674],[1.33724243],[0.0086258],[0.00963045],[-0.94122442],[0.01900929],0.0,[1.33724243],[1.33724243]
[0.45683704],[0.54316296],[-0.00051154],[1.33655838],[0.00860271],[0.00960407],[-0.87727159],[0.01626638],0.0,[1.33655838],[1.33655838]
[0.50339076],[0.49660924],[0.00265444],[1.3401062],[0.00858928],[0.00957971],[-0.78179424],[0.01372634],0.0,[1.3401062],[1.3401062]
[0.56317945],[0.43682055],[0.00280709],[1.34386799],[0.00857516],[0.00955566],[-0.67120762],[0.01121242],0.0,[1.34386799],[1.34386799]
[0.63813799],[0.36186201],[-0.0014498],[1.34191965],[0.0085539],[0.00953001],[-0.54873416],[0.00852521],0.0,[1.34191965],[1.34191965]
[0.70293682],[0.29706318],[0.00651517],[1.35066249],[0.00856335],[0.00951608],[-0.45091725],[0.00706201],0.0,[1.35066249],[1.35066249]
[0.79278056],[0.20721944],[-0.00041531],[1.35010155],[0.00853996],[0.00948999],[-0.33337277],[0.00431657],0.0,[1.35010155],[1.35010155]
[0.90115207],[0.09884793],[-0.00161636],[1.34791931],[0.00851789],[0.00946468],[-0.20783343],[0.00164588],0.0,[1.34791931],[1.34791931]
[1.03016411],[-0.03016411],[0.00077405],[1.34896267],[0.00849472],[0.00943885],[-0.07675763],[-0.00108636],0.0,[1.34896267],[1.34896267]
[1.03632796],[-0.03632796],[0.01275351],[1.36616667],[0.0085209],[0.00946021],[-0.06771472],[0.00117344],0.0,[1.36616667],[1.36616667]
[1.08853849],[-0.08853849],[-0.00577934],[1.35827113],[0.00850751],[0.00944393],[-0.02013499],[-0.00054889],0.0,[1.35827113],[1.35827113]
[1.09331623],[-0.09331623],[0.01064397],[1.37272854],[0.00851507],[0.00945093],[-0.01486737],[0.000192],0.0,[1.37272854],[1.37272854]
[1.17241931],[-0.17241931],[-0.00231294],[1.3695535],[0.00849311],[0.00942652],[0.05240435],[-0.00239352],0.0,[1.3695535],[1.3695535]
[1.27685207],[-0.27685207],[-0.00496891],[1.36274831],[0.00847555],[0.00940783],[0.1356621],[-0.0043784],0.0,[1.36274831],[1.36274831]
[1.36937971],[-0.36937971],[0.00734019],[1.37275114],[0.00846309],[0.00939773],[0.20415149],[-0.00545282],0.0,[1.37275114],[1.37275114]
[1.33791415],[-0.33791415],[-0.01272133],[1.35528791],[0.00846763],[0.00941916],[0.18144166],[-0.00317464],0.0,[1.35528791],[1.35528791]
[1.3201532],[-0.3201532],[-0.00960936],[1.34226446],[0.00846096],[0.00942022],[0.16728949],[-0.00306275],0.0,[1.34226446],[1.34226446]
[1.38873263],[-0.38873263],[0.00415512],[1.34784173],[0.008441],[0.00939938],[0.21557182],[-0.00527708],0.0,[1.34784173],[1.34784173]
[1.48382124],[-0.48382124],[-0.00606777],[1.33966333],[0.00842393],[0.00938433],[0.27977649],[-0.00687962],0.0,[1.33966333],[1.33966333]
[0.76751823],[0.23248177],[-0.03582032],[1.29167617],[0.00858831],[0.00972738],[-0.36011176],[0.02902361],0.0,[1.29167617],[1.29167617]
[0.55861918],[0.44138082],[0.00283984],[1.29534432],[0.00856901],[0.00970294],[-0.68005588],[0.02650795],0.0,[1.29534432],[1.29534432]
[0.47604168],[0.52395832],[0.00483579],[1.30160833],[0.00856893],[0.00968291],[-0.84002794],[0.02444191],0.0,[1.30160833],[1.30160833]
[0.44055516],[0.55944484],[-0.00112034],[1.30015008],[0.00854739],[0.00965667],[-0.92001397],[0.02172815],0.0,[1.30015008],[1.30015008]
[0.43443831],[0.56556169],[0.0015857],[1.30221172],[0.0085277],[0.00963086],[-0.93630292],[0.01905184],0.0,[1.30221172],[1.30221172]
[0.4528097],[0.5471903],[0.00484115],[1.30851593],[0.008543],[0.0096111],[-0.89309198],[0.01699762],0.0,[1.30851593],[1.30851593]
[0.49592021],[0.50407979],[0.0015448],[1.31053733],[0.00852293],[0.00958538],[-0.80450075],[0.01431819],0.0,[1.31053733],[1.31053733]
[0.54983383],[0.45016617],[-0.00372319],[1.30565796],[0.00851835],[0.00956303],[-0.70183739],[0.01198348],0.0,[1.30565796],[1.30565796]
[0.59622724],[0.40377276],[0.00691187],[1.3146825],[0.00854499],[0.00955049],[-0.61770955],[0.01067163],0.0,[1.3146825],[1.3146825]
[0.55561252],[0.44438748],[-0.01466871],[1.2953978],[0.00871552],[0.00958603],[-0.66849953],[0.01438579],0.0,[1.2953978],[1.2953978]
[0.58168081],[0.41831919],[0.00056668],[1.29613188],[0.00869185],[0.00955979],[-0.62536845],[0.01164475],0.0,[1.29613188],[1.29613188]
[0.62667998],[0.37332002],[-0.00463589],[1.29012316],[0.00868849],[0.00953971],[-0.55124139],[0.00954229],0.0,[1.29012316],[1.29012316]
[0.65291863],[0.34708137],[0.00892955],[1.30164338],[0.00872804],[0.00953647],[-0.50568306],[0.00920249],0.0,[1.30164338],[1.30164338]
[0.55659324],[0.44340676],[-0.01744316],[1.27893861],[0.00892723],[0.00959763],[-0.64273536],[0.01559575],0.0,[1.27893861],[1.27893861]
[0.55319838],[0.44680162],[-0.00324735],[1.27478545],[0.00891356],[0.00957429],[-0.65038616],[0.01316074],0.0,[1.27478545],[1.27478545]
[0.5636299],[0.4363701],[-0.00752576],[1.26519172],[0.00894684],[0.00956425],[-0.62797735],[0.01211137],0.0,[1.26519172],[1.26519172]
[0.59821279],[0.40178721],[-0.00517994],[1.2586381],[0.00894874],[0.00954569],[-0.56821622],[0.0101691],0.0,[1.2586381],[1.2586381]
[0.51086462],[0.48913538],[0.01753858],[1.28071282],[0.00918307],[0.0096077],[-0.70020943],[0.01664405],0.0,[1.28071282],[1.28071282]
[0.51264229],[0.48735771],[-0.0015229],[1.27876242],[0.00916073],[0.00958197],[-0.69917151],[0.01396267],0.0,[1.27876242],[1.27876242]
[0.52653967],[0.47346033],[-0.0071891],[1.26956927],[0.00919544],[0.00957048],[-0.66864179],[0.01276224],0.0,[1.26956927],[1.26956927]
[0.57241462],[0.42758538],[0.00193894],[1.27203089],[0.00917399],[0.00954527],[-0.58744003],[0.01012477],0.0,[1.27203089],[1.27203089]
[0.60277555],[0.39722445],[-0.00840361],[1.26134124],[0.00921401],[0.00953938],[-0.53140611],[0.00950744],0.0,[1.26134124],[1.26134124]
[0.66002083],[0.33997917],[0.00323024],[1.26541567],[0.00919701],[0.00951618],[-0.44252661],[0.00707294],0.0,[1.26541567],[1.26541567]
[0.63894014],[0.36105986],[-0.01335863],[1.24851145],[0.00929422],[0.00954148],[-0.46447207],[0.00972835],0.0,[1.24851145],[1.24851145]
[0.60986939],[0.39013061],[0.01135103],[1.26268335],[0.00936089],[0.00955235],[-0.50389073],[0.01086619],0.0,[1.26268335],[1.26268335]
[0.54882189],[0.45117811],[-0.0137215],[1.24535744],[0.00948383],[0.00958017],[-0.59631384],[0.01377474],0.0,[1.24535744],[1.24535744]
[0.5377746],[0.4622254],[0.00732823],[1.2544837],[0.00950858],[0.00956926],[-0.6140419],[0.0126354],0.0,[1.2544837],[1.2544837]
[0.45211067],[0.54788933],[0.01668226],[1.27541132],[0.00975498],[0.00962264],[-0.76197065],[0.01819799],0.0,[1.27541132],[1.27541132]
[0.45096861],[0.54903139],[0.00031486],[1.27581291],[0.00972827],[0.00959624],[-0.76724204],[0.01545027],0.0,[1.27581291],[1.27581291]
[0.47647628],[0.52352372],[0.00395457],[1.2808582],[0.00972249],[0.00957436],[-0.71281584],[0.01316779],0.0,[1.2808582],[1.2808582]
[0.52144518],[0.47855482],[-0.00310566],[1.27688029],[0.00970831],[0.00955083],[-0.62408928],[0.01070725],0.0,[1.27688029],[1.27688029]
[0.57673846],[0.42326154],[-0.00417498],[1.27154935],[0.00970032],[0.00952961],[-0.52412876],[0.00848336],0.0,[1.27154935],[1.27154935]
[0.59446913],[0.40553087],[0.01040044],[1.28477401],[0.00976456],[0.00953461],[-0.48724769],[0.00900733],0.0,[1.28477401],[1.28477401]
[0.61664749],[0.38335251],[0.0079799],[1.29502638],[0.00978773],[0.00952677],[-0.44824908],[0.00818501],0.0,[1.29502638],[1.29502638]
[0.6752234],[0.3247766],[-0.00056476],[1.294295],[0.00976112],[0.00950069],[-0.36022536],[0.00544403],0.0,[1.294295],[1.294295]
[0.73416834],[0.26583166],[0.00620972],[1.30233221],[0.0097578],[0.00948575],[-0.27687032],[0.00387031],0.0,[1.30233221],[1.30233221]
[0.60727308],[0.39272692],[-0.01933276],[1.27715454],[0.00992518],[0.00956746],[-0.44962295],[0.01244751],0.0,[1.27715454],[1.27715454]
[0.59101684],[0.40898316],[0.00385266],[1.28207498],[0.00990879],[0.00954545],[-0.47840908],[0.0101439],0.0,[1.28207498],[1.28207498]
[0.62542907],[0.37457093],[0.00080088],[1.28310177],[0.00988202],[0.00951942],[-0.42452086],[0.00741265],0.0,[1.28310177],[1.28310177]
[0.64323886],[0.35676114],[-0.00920063],[1.27129642],[0.00991551],[0.0095177],[-0.39305981],[0.00723198],0.0,[1.27129642],[1.27129642]
[0.66017076],[0.33982924],[-0.00860372],[1.26035854],[0.00993827],[0.00951292],[-0.36478447],[0.00673018],0.0,[1.26035854],[1.26035854]
[0.70873591],[0.29126409],[0.00421849],[1.26567535],[0.00992206],[0.00949193],[-0.29543279],[0.00452162],0.0,[1.26567535],[1.26567535]
[0.78773269],[0.21226731],[-0.00079151],[1.26467355],[0.00989518],[0.00946604],[-0.19246979],[0.00179014],0.0,[1.26467355],[1.26467355]
[0.86854417],[0.13145583],[0.00558029],[1.2717308],[0.00988181],[0.00944908],[-0.09616215],[-2.90960573e-06],0.0,[1.2717308],[1.2717308]
[0.88041994],[0.11958006],[0.01147035],[1.28631799],[0.00990296],[0.00946135],[-0.08044326],[0.00129449],0.0,[1.28631799],[1.28631799]
[0.92001261],[0.07998739],[0.00662883],[1.29484478],[0.00989143],[0.00944813],[-0.03762005],[-0.00010406],0.0,[1.29484478],[1.29484478]
[1.00164887],[-0.00164887],[0.0031347],[1.29890373],[0.00986747],[0.00942504],[0.04496991],[-0.0025512],0.0,[1.29890373],[1.29890373]
[1.00588471],[-0.00588471],[-0.0116425],[1.28378124],[0.00987795],[0.00943862],[0.0502517],[-0.00111067],0.0,[1.28378124],[1.28378124]
[1.07211913],[-0.07211913],[-0.00359987],[1.2791598],[0.00985438],[0.00941647],[0.11163256],[-0.00346027],0.0,[1.2791598],[1.2791598]
[1.15086673],[-0.15086673],[-0.00625261],[1.27116171],[0.00983678],[0.00940202],[0.1807233],[-0.00499628],0.0,[1.27116171],[1.27116171]
[1.08558295],[-0.08558295],[-0.01436978],[1.25289539],[0.00985316],[0.00943641],[0.12398827],[-0.00134506],0.0,[1.25289539],[1.25289539]
[1.13159235],[-0.13159235],[-0.00143392],[1.25109883],[0.00982657],[0.00941109],[0.16279515],[-0.00403204],0.0,[1.25109883],[1.25109883]
[0.68456159],[0.31543841],[-0.02753822],[1.2166458],[0.0099638],[0.00960433],[-0.32593915],[0.01629347],0.0,[1.2166458],[1.2166458]
[0.5714824],[0.4285176],[0.00309145],[1.220407],[0.00994192],[0.00958069],[-0.50868207],[0.0138285],0.0,[1.220407],[1.220407]
[0.51096346],[0.48903654],[-0.01050618],[1.20758518],[0.01000858],[0.00958601],[-0.61393501],[0.01438376],0.0,[1.20758518],[1.20758518]
[0.50051115],[0.49948885],[0.00681181],[1.21581102],[0.01002899],[0.00957298],[-0.63256602],[0.01302394],0.0,[1.21581102],[1.21581102]
[0.52683337],[0.47316663],[0.00357219],[1.22015414],[0.01001495],[0.00955035],[-0.58271303],[0.0106572],0.0,[1.22015414],[1.22015414]
[0.56065869],[0.43934131],[-0.00632403],[1.21243784],[0.01002763],[0.00953563],[-0.51921931],[0.00911451],0.0,[1.21243784],[1.21243784]
[0.60447217],[0.39552783],[0.00576516],[1.21942774],[0.01002853],[0.00951902],[-0.44388615],[0.00737106],0.0,[1.21942774],[1.21942774]
[0.56042992],[0.43957008],[-0.01492128],[1.20123232],[0.01016777],[0.00955699],[-0.50574878],[0.01135223],0.0,[1.20123232],[1.20123232]
[0.57759943],[0.42240057],[-0.00351597],[1.19700882],[0.0101508],[0.0095343],[-0.47724311],[0.00897475],0.0,[1.19700882],[1.19700882]
[0.50617313],[0.49382687],[-0.0161817],[1.17763919],[0.01033469],[0.00958335],[-0.59129118],[0.01410679],0.0,[1.17763919],[1.17763919]
[0.51052028],[0.48947972],[-0.00263487],[1.17453626],[0.01031383],[0.00955902],[-0.58476029],[0.01156459],0.0,[1.17453626],[1.17453626]
[0.53336073],[0.46663927],[-0.00602426],[1.16746055],[0.01032318],[0.0095432],[-0.54008595],[0.00990823],0.0,[1.16746055],[1.16746055]
[0.52269835],[0.47730165],[0.01162946],[1.18103748],[0.01041978],[0.00955589],[-0.55096571],[0.01123691],0.0,[1.18103748],[1.18103748]
[0.54863286],[0.45136714],[0.00456892],[1.18643354],[0.0104109],[0.00953565],[-0.50339287],[0.0091164],0.0,[1.18643354],[1.18643354]
[0.57098479],[0.42901521],[-0.00810998],[1.17681159],[0.01044052],[0.00952841],[-0.46061903],[0.0083569],0.0,[1.17681159],[1.17681159]
[0.57577428],[0.42422572],[0.01007147],[1.18866381],[0.01049282],[0.00953147],[-0.44726926],[0.00867839],0.0,[1.18866381],[1.18866381]
[0.61764373],[0.38235627],[0.00309944],[1.192348],[0.01047139],[0.00950806],[-0.37911738],[0.00621931],0.0,[1.192348],[1.192348]
[0.6811595],[0.3188405],[-0.00304757],[1.18871424],[0.01044917],[0.00948463],[-0.28335732],[0.00375195],0.0,[1.18871424],[1.18871424]
[0.70925948],[0.29074052],[0.00982489],[1.20039323],[0.01047477],[0.00948653],[-0.24048497],[0.00395225],0.0,[1.20039323],[1.20039323]
[0.70337074],[0.29662926],[0.01116361],[1.21379395],[0.01051056],[0.00949654],[-0.24541125],[0.00500675],0.0,[1.21379395],[1.21379395]
[0.7239718],[0.2760282],[-0.00702566],[1.20526625],[0.01050794],[0.00948474],[-0.21679229],[0.00376347],0.0,[1.20526625],[1.20526625]
[0.5269331],[0.4730669],[-0.02243662],[1.17822415],[0.010728],[0.00960357],[-0.51374516],[0.01621396],0.0,[1.17822415],[1.17822415]
[0.48138935],[0.51861065],[-0.00401123],[1.17349802],[0.01071367],[0.0095818],[-0.60547935],[0.01394427],0.0,[1.17349802],[1.17349802]
[0.4882819],[0.5117181],[0.00366355],[1.17779719],[0.01069875],[0.00955933],[-0.59265653],[0.01159667],0.0,[1.17779719],[1.17779719]
[0.52577484],[0.47422516],[-0.00214309],[1.17527306],[0.01067451],[0.00953439],[-0.5209441],[0.00898463],0.0,[1.17527306],[1.17527306]
[0.58048521],[0.41951479],[0.00315189],[1.1789774],[0.01065423],[0.00951107],[-0.4238551],[0.00653532],0.0,[1.1789774],[1.1789774]
[0.64342899],[0.35657101],[0.0045334],[1.18432218],[0.01064046],[0.00949088],[-0.32220061],[0.00441092],0.0,[1.18432218],[1.18432218]
[0.68966832],[0.31033168],[0.00802459],[1.19382587],[0.01065107],[0.00948346],[-0.25180515],[0.00362819],0.0,[1.19382587],[1.19382587]
