w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.5],[-0.5],[0.00130075],[5.26399269],[0.01660855],[0.00918402],[0.99707131],[-0.02845528],[0.],[4.75237917],[5.03295687]
[1.5],[-0.5],[0.00581395],[5.29459729],[0.01656542],[0.00916892],[0.99853566],[-0.03010174],[0.],[4.75535382],[5.03723942]
[1.5],[-0.5],[0.01304205],[5.36364971],[0.01653247],[0.00919462],[0.99926783],[-0.0273027],[0.],[4.75869097],[5.04258212]
[1.5],[-0.5],[-0.00289266],[5.3481345],[0.01648768],[0.00917186],[0.99963391],[-0.02978037],[0.],[4.76192469],[5.04758342]
[1.5],[-0.5],[0.0019699],[5.3586698],[0.01644268],[0.00914783],[0.99981696],[-0.03240374],[0.],[4.76519847],[5.05267531]
[1.5],[-0.5],[0.00839729],[5.40366811],[0.01640276],[0.00914388],[0.99990848],[-0.03283557],[0.],[4.76870116],[5.05842038]
[1.5],[-0.5],[-0.02066009],[5.29202783],[0.01638948],[0.00924627],[0.99995424],[-0.02170011],[0.],[4.77157216],[5.06224408]
[1.5],[-0.5],[0.00992533],[5.34455293],[0.01635181],[0.00925014],[0.99997712],[-0.02128259],[0.],[4.77471557],[5.06686493]
[1.5],[-0.5],[0.00905524],[5.39294915],[0.01631302],[0.00924908],[0.99998856],[-0.02139697],[0.],[4.77810724],[5.0722023]
[1.18168292],[-0.18168292],[0.02220323],[5.51269005],[0.01630512],[0.00936913],[0.71249802],[-0.00850015],[0.],[4.78213721],[5.07941224]
[1.06050556],[-0.06050556],[0.0067393],[5.54984175],[0.01626582],[0.00935672],[0.60189092],[-0.00982568],[0.],[4.78634889],[5.08711226]
[1.03743834],[-0.03743834],[-0.00692909],[5.51138638],[0.01622836],[0.00934512],[0.57759396],[-0.01106594],[0.],[4.79032649],[5.09405681]
[1.10086893],[-0.10086893],[0.00016377],[5.51228897],[0.01618379],[0.00931946],[0.6341889],[-0.01381568],[0.],[4.79428722],[5.10090246]
[1.20890344],[-0.20890344],[0.00277941],[5.52760985],[0.01614042],[0.00929614],[0.72511935],[-0.016321],[0.],[4.79831028],[5.10788683]
[1.33989054],[-0.33989054],[-0.00418684],[5.50446665],[0.01609812],[0.0092758],[0.82536993],[-0.01851241],[0.],[4.8021843],[5.11437808]
[1.40356255],[-0.40356255],[-0.00966646],[5.45125795],[0.01606279],[0.00927798],[0.86959864],[-0.01827655],[0.],[4.80574516],[5.11989215]
[1.39907658],[-0.39907658],[0.01097856],[5.51110489],[0.01602915],[0.00928816],[0.86430055],[-0.01718005],[0.],[4.80961481],[5.12629555]
[1.11610817],[-0.11610817],[0.0192524],[5.61720691],[0.01601758],[0.00937177],[0.63761416],[-0.00821856],[0.],[4.81404531],[5.13433082]
[1.06956306],[-0.06956306],[0.00098468],[5.62273807],[0.01597372],[0.00934631],[0.59227437],[-0.01093869],[0.],[4.81848185],[5.1423251]
[1.11132411],[-0.11132411],[-0.00363375],[5.60230646],[0.01593183],[0.00932453],[0.62795052],[-0.01327253],[0.],[4.82278196],[5.14985411]
[1.19628358],[-0.19628358],[0.00442422],[5.62709228],[0.01589081],[0.00930469],[0.69903968],[-0.01540258],[0.],[4.82719446],[5.15766557]
[1.32812359],[-0.32812359],[-0.00176774],[5.61714507],[0.01584753],[0.00928005],[0.80086031],[-0.01805362],[0.],[4.83152818],[5.16518637]
[0.66099336],[0.33900664],[-0.03240492],[5.43512191],[0.01590699],[0.00956074],[0.10682642],[0.01174415],[0.],[4.83483953],[5.16960469]
[0.48974653],[0.51025347],[0.0055929],[5.46551999],[0.01587567],[0.00954347],[-0.19500037],[0.00993654],[0.],[4.83829949],[5.17444825]
[0.4193673],[0.5806327],[-0.00972804],[5.41235118],[0.01590029],[0.00954449],[-0.34859163],[0.01004366],[0.],[4.84144877],[5.17834226]
[0.40139188],[0.59860812],[0.00686435],[5.44950348],[0.01590288],[0.00953185],[-0.39223781],[0.00871768],[0.],[4.8447846],[5.18278065]
[0.41067921],[0.58932079],[0.00569903],[5.48056036],[0.01589401],[0.00951503],[-0.36992151],[0.0069521],[0.],[4.84827251],[5.18765472]
[0.44603594],[0.55396406],[0.00032308],[5.482331],[0.01585046],[0.00948893],[-0.29007826],[0.0042047],[0.],[4.85175099],[5.19247801]
[0.4882853],[0.5117147],[0.00505203],[5.51002791],[0.01582915],[0.00947026],[-0.20092277],[0.00223535],[0.],[4.85536234],[5.19767568]
[0.54675533],[0.45324467],[0.00191599],[5.52058507],[0.01578835],[0.00944531],[-0.09040254],[-0.00040235],[0.],[4.8590118],[5.20296109]
[0.61219457],[0.38780543],[0.00411793],[5.54331843],[0.01575485],[0.0094243],[0.02052261],[-0.00262896],[0.],[4.86276595],[5.20853208]
[0.69493241],[0.30506759],[-0.00051445],[5.54046668],[0.0157117],[0.00939849],[0.14454432],[-0.00537132],[0.],[4.86648386],[5.21396521]
[0.79415298],[0.20584702],[-0.00028329],[5.5388971],[0.01566857],[0.0093727],[0.27525713],[-0.0081194],[0.],[4.87017276],[5.21928371]
[0.90933016],[0.09066984],[0.00133914],[5.54631446],[0.01562603],[0.00934748],[0.40797061],[-0.01081368],[0.],[4.87388211],[5.22463658]
[1.02660373],[-0.02660373],[0.00454438],[5.57151904],[0.01558751],[0.00932788],[0.52680507],[-0.01291279],[0.],[4.8777094],[5.23031437]
[1.16960327],[-0.16960327],[-0.00080754],[5.56701981],[0.0155448],[0.00930245],[0.65447012],[-0.0156427],[0.],[4.881491],[5.23582559]
[1.33909585],[-0.33909585],[0.00014814],[5.5678445],[0.01550211],[0.00927691],[0.78704975],[-0.01839259],[0.],[4.88525638],[5.2412601]
[1.49333834],[-0.49333834],[-0.00567773],[5.5362318],[0.01546271],[0.00926098],[0.89352488],[-0.02011109],[0.],[4.88882767],[5.24608821]
[1.5],[-0.5],[-0.00281826],[5.52062924],[0.01542087],[0.0092379],[0.94676244],[-0.02260631],[0.],[4.89229377],[5.25058192]
[1.5],[-0.5],[-0.01141795],[5.45759499],[0.01538884],[0.00925126],[0.97338122],[-0.02116098],[0.],[4.89539505],[5.25397032]
[1.5],[-0.5],[0.00158144],[5.46622583],[0.01534677],[0.00922659],[0.98669061],[-0.02383098],[0.],[4.89852667],[5.25744454]
[1.5],[-0.5],[0.01646687],[5.55623748],[0.01532621],[0.00928173],[0.94015758],[-0.01787249],[0.],[4.90213491],[5.2623352]
[0.60831568],[0.39168432],[-0.03597383],[5.35635832],[0.01538698],[0.00963211],[-0.00946035],[0.01918157],[0.],[4.90462681],[5.26387418]
[0.40324436],[0.59675564],[-0.00318519],[5.3392973],[0.01534962],[0.00960855],[-0.42304273],[0.0167325],[0.],[4.90701144],[5.26510871]
[0.32576146],[0.67423854],[0.00978191],[5.39152585],[0.01541252],[0.00960951],[-0.63233059],[0.01683237],[0.],[4.90966952],[5.26717791]
[0.31345622],[0.68654378],[-0.00250624],[5.37801337],[0.01538075],[0.00958491],[-0.67289938],[0.01426936],[0.],[4.91223888],[5.26899207]
[0.32495584],[0.67504416],[-0.00418326],[5.35551573],[0.01537034],[0.0095636],[-0.6375468],[0.01204388],[0.],[4.91467073],[5.2704083]
[0.3503402],[0.6496598],[-0.004022],[5.33397583],[0.01535553],[0.00954199],[-0.56329551],[0.00978088],[0.],[4.91697106],[5.27144878]
[0.37691728],[0.62308272],[0.00645958],[5.36843106],[0.01537411],[0.0095278],[-0.48896565],[0.00829272],[0.],[4.9194478],[5.27303619]
[0.41899503],[0.58100497],[-0.00183905],[5.35855825],[0.01533614],[0.0095026],[-0.38560484],[0.00564488],[0.],[4.92185679],[5.27443602]
[0.46041379],[0.53958621],[0.0059058],[5.39020484],[0.01532959],[0.00948659],[-0.2917653],[0.00395852],[0.],[4.92442618],[5.27633093]
[0.51492717],[0.48507283],[0.0028208],[5.40540953],[0.01529421],[0.00946284],[-0.18217599],[0.00145173],[0.],[4.92706488],[5.2784437]
[0.57107147],[0.42892853],[0.00529557],[5.43403427],[0.01527121],[0.00944499],[-0.08019259],[-0.00043582],[0.],[4.92984615],[5.28099042]
[0.6450771],[0.3549229],[0.00089726],[5.43890999],[0.0152297],[0.00941929],[0.03894144],[-0.00316151],[0.],[4.93263891],[5.28357525]
[0.72640907],[0.27359093],[0.00391415],[5.46019871],[0.01519452],[0.00939789],[0.15537181],[-0.00543604],[0.],[4.93553313],[5.28646624]
[0.8263391],[0.1736609],[-0.00102161],[5.45462051],[0.01515314],[0.00937238],[0.28153678],[-0.00815403],[0.],[4.93838088],[5.2892186]
[0.93986834],[0.06013166],[0.00270316],[5.4693652],[0.01511346],[0.00934878],[0.40764926],[-0.01067523],[0.],[4.94129389],[5.29216725]
[0.92533371],[0.07466629],[-0.01371791],[5.39433695],[0.01511066],[0.0093783],[0.39187915],[-0.00752218],[0.],[4.94377932],[5.29383957]
[0.98380434],[0.01619566],[-0.00171878],[5.38506528],[0.01506979],[0.00935341],[0.45044284],[-0.01018013],[0.],[4.94620024],[5.29533276]
[1.03680409],[-0.03680409],[0.00777604],[5.42693979],[0.01503979],[0.00934548],[0.50092167],[-0.01102801],[0.],[4.94883761],[5.29748691]
[1.08408928],[-0.08408928],[-0.00807838],[5.38309891],[0.01500958],[0.009339],[0.54350807],[-0.01172189],[0.],[4.95121999],[5.29888822]
[1.1604949],[-0.1604949],[-0.0055559],[5.35319093],[0.01497316],[0.00932243],[0.60918522],[-0.01349725],[0.],[4.95342523],[5.29977705]
[1.24358474],[-0.24358474],[0.00662747],[5.38866905],[0.01493802],[0.00930978],[0.67598732],[-0.01485579],[0.],[4.95581301],[5.30123204]
[1.00151467],[-0.00151467],[0.02012615],[5.49712223],[0.01494515],[0.00940312],[0.45997931],[-0.00487943],[0.],[4.95878267],[5.30443838]
[0.96543493],[0.03456507],[-0.00050406],[5.49435133],[0.01490414],[0.00937736],[0.42054175],[-0.00762208],[0.],[4.96172083],[5.30754689]
[1.01217113],[-0.01217113],[-0.00238152],[5.48126641],[0.01486433],[0.00935327],[0.46514096],[-0.0101948],[0.],[4.96457109],[5.31039034]
[1.09787125],[-0.09787125],[0.0039591],[5.50296728],[0.01482633],[0.00933219],[0.54385675],[-0.01245145],[0.],[4.96752477],[5.31354245]
[1.09840723],[-0.09840723],[0.01175603],[5.56766032],[0.01480686],[0.0093472],[0.54303093],[-0.0108441],[0.],[4.97081715],[5.31770187]
[0.96832853],[0.03167147],[0.01576246],[5.65542034],[0.01480439],[0.00939435],[0.41681939],[-0.00581216],[0.],[4.97457293],[5.32322967]
[0.9762326],[0.0237674],[-0.00059352],[5.65206372],[0.0147638],[0.00936865],[0.422203],[-0.00855173],[0.],[4.97828968],[5.32861205]
[1.05017903],[-0.05017903],[0.0012215],[5.65896772],[0.01472354],[0.00934335],[0.49248727],[-0.01125543],[0.],[4.98202393],[5.33401933]
[1.14622548],[-0.14622548],[0.00488932],[5.68663623],[0.01468714],[0.00932472],[0.57752611],[-0.0132513],[0.],[4.98588948],[5.33979099]
[1.21566805],[-0.21566805],[0.00830245],[5.73384926],[0.01465662],[0.00931942],[0.63426537],[-0.01382009],[0.],[4.98999283],[5.34624096]
[1.34309665],[-0.34309665],[0.00050005],[5.73671648],[0.0146164],[0.0092939],[0.73120108],[-0.01656274],[0.],[4.99408941],[5.35263229]
[1.49556934],[-0.49556934],[0.00393314],[5.75927978],[0.01457786],[0.00927295],[0.83609032],[-0.01881959],[0.],[4.99828729],[5.35928833]
[1.5],[-0.5],[-0.00498221],[5.73058586],[0.01453991],[0.00925484],[0.91804516],[-0.0207746],[0.],[5.00230473],[5.36536575]
[1.5],[-0.5],[0.01612588],[5.8229966],[0.01452182],[0.00930638],[0.83953755],[-0.0152206],[0.],[5.00680709],[5.37285628]
[1.5],[-0.5],[0.0052812],[5.85374899],[0.01448428],[0.00928906],[0.84686242],[-0.01708375],[0.],[5.01145347],[5.38072757]
[1.5],[-0.5],[-0.0073417],[5.81077249],[0.01444905],[0.00927949],[0.87628996],[-0.01811435],[0.],[5.01583859],[5.38776657]
[1.5],[-0.5],[-0.01090431],[5.74741004],[0.01441941],[0.00928918],[0.86491353],[-0.01707074],[0.],[5.01985204],[5.39365324]
[1.42002444],[-0.42002444],[0.01402717],[5.82802991],[0.01439648],[0.00932174],[0.77173701],[-0.01357121],[0.],[5.02428575],[5.40076315]
[1.28264061],[-0.28264061],[-0.01261415],[5.75451427],[0.014372],[0.00934297],[0.66828214],[-0.01129655],[0.],[5.02829183],[5.40655337]
[1.133404],[-0.133404],[0.01344655],[5.83189263],[0.01435354],[0.00937039],[0.54330166],[-0.00836642],[0.],[5.03270044],[5.41351535]
[1.13779323],[-0.13779323],[0.00254668],[5.84674461],[0.01431509],[0.00934655],[0.5444838],[-0.01091332],[0.],[5.03716634],[5.42060648]
[1.22274366],[-0.22274366],[-0.00035299],[5.84468075],[0.01427578],[0.00932091],[0.61374113],[-0.01365997],[0.],[5.04159641],[5.42754775]
[1.35943023],[-0.35943023],[-0.00046747],[5.84194852],[0.0142366],[0.00929538],[0.71696095],[-0.01640362],[0.],[5.0459872],[5.43433069]
[1.44887419],[-0.44887419],[0.0085982],[5.89217878],[0.01420522],[0.00929169],[0.7784757],[-0.01679981],[0.],[5.05062946],[5.44182478]
[1.49537262],[-0.49537262],[-0.00938248],[5.83689551],[0.01417432],[0.0092922],[0.80788649],[-0.01674595],[0.],[5.05494296],[5.44829132]
[1.5],[-0.5],[0.00321233],[5.85564556],[0.01413628],[0.00926973],[0.88311848],[-0.01916701],[0.],[5.05933567],[5.45495893]
[1.5],[-0.5],[-0.00911297],[5.80228325],[0.01410463],[0.00926887],[0.9230344],[-0.01925901],[0.],[5.06341153],[5.46064395]
[1.5],[-0.5],[0.00021489],[5.8035301],[0.01406589],[0.00924343],[0.9615172],[-0.02200811],[0.],[5.06747187],[5.46625634]
[1.5],[-0.5],[0.01218513],[5.87424688],[0.01404016],[0.00926211],[0.98046964],[-0.01998844],[0.],[5.07189789],[5.47293435]
[1.5],[-0.5],[0.01087437],[5.93812562],[0.01401188],[0.00927172],[0.96402091],[-0.01895144],[0.],[5.07665007],[5.48054864]
[1.5],[-0.5],[-0.01458571],[5.85151383],[0.01399194],[0.00930916],[0.85507016],[-0.01492239],[0.],[5.08090102],[5.48662062]
[1.40072646],[-0.40072646],[-0.01337046],[5.77327642],[0.01396912],[0.00933626],[0.72791927],[-0.01201537],[0.],[5.08469944],[5.49131262]
[0.70372016],[0.29627984],[-0.02994345],[5.60040461],[0.01402044],[0.00957112],[0.04322074],[0.01282956],[0.],[5.08752863],[5.49309825]
[0.50835346],[0.49164654],[0.00835205],[5.64717945],[0.01400953],[0.00956486],[-0.28276132],[0.01217487],[0.],[5.09059891],[5.49562026]
[0.44141224],[0.55858776],[0.00785186],[5.69152029],[0.0140178],[0.0095563],[-0.42336892],[0.01127953],[0.],[5.0938956],[5.49882676]
[0.44154092],[0.55845908],[-0.00105456],[5.68551823],[0.01398042],[0.00953037],[-0.42574779],[0.00856253],[0.],[5.09714128],[5.50188254]
[0.46806198],[0.53193802],[-0.00379896],[5.66391918],[0.01395658],[0.00950835],[-0.36912428],[0.00625002],[0.],[5.10025066],[5.50453477]
[0.51651293],[0.48348707],[-0.00126661],[5.65674523],[0.01391969],[0.0094827],[-0.27327144],[0.00354837],[0.],[5.10330363],[5.50702616]
[0.5679925],[0.4320075],[0.00546074],[5.68763526],[0.01390352],[0.0094653],[-0.17942602],[0.00171161],[0.],[5.10650931],[5.50998238]
[0.6393547],[0.3606453],[-0.00032639],[5.68577887],[0.01386539],[0.00943933],[-0.0638207],[-0.00103569],[0.],[5.10968722],[5.51285983]
[0.7037046],[0.2962954],[0.00643139],[5.72234633],[0.01384736],[0.00942545],[0.03077735],[-0.00250751],[0.],[5.1130483],[5.51628872]
[0.79100876],[0.20899124],[-0.00152145],[5.71364007],[0.01381025],[0.00940023],[0.14504442],[-0.00518623],[0.],[5.11634319],[5.51951898]
[0.89808656],[0.10191344],[0.00145094],[5.72193022],[0.01377299],[0.00937503],[0.26929987],[-0.00787111],[0.],[5.11966548],[5.52283206]
[1.02631718],[-0.02631718],[0.00046995],[5.72461922],[0.01373521],[0.00934934],[0.40001893],[-0.01061476],[0.],[5.12298429],[5.52613493]
[1.1732719],[-0.1732719],[0.00195101],[5.73578803],[0.01369821],[0.00932478],[0.53114068],[-0.01324525],[0.],[5.12634618],[5.52956654]
[1.34473143],[-0.34473143],[-0.00091856],[5.73051939],[0.01366071],[0.00929942],[0.66479707],[-0.01596907],[0.],[5.12966071],[5.53285575]
[1.5],[-0.5],[0.0022335],[5.7433185],[0.01362374],[0.00927535],[0.79641291],[-0.01856058],[0.],[5.13302727],[5.53630062]
[1.5],[-0.5],[-0.00572326],[5.71044799],[0.01358925],[0.00925958],[0.89820646],[-0.02026212],[0.],[5.13619504],[5.53915108]
[1.5],[-0.5],[0.01366431],[5.78847733],[0.01356872],[0.00928944],[0.87515606],[-0.01704211],[0.],[5.1397735],[5.54323207]
[1.5],[-0.5],[-0.00127367],[5.78110472],[0.01353159],[0.00926441],[0.93109926],[-0.01974085],[0.],[5.14329189],[5.54712558]
[1.5],[-0.5],[7.00233591e-05],[5.78150953],[0.01349442],[0.00923896],[0.96554963],[-0.02249128],[0.],[5.14679319],[5.55096199]
[1.5],[-0.5],[-0.00240707],[5.76759301],[0.01345788],[0.00921531],[0.98277481],[-0.02505467],[0.],[5.15019894],[5.55450782]
[1.5],[-0.5],[0.00726815],[5.80951275],[0.01342571],[0.00920575],[0.99138741],[-0.02609247],[0.],[5.15381598],[5.55868176]
[1.5],[-0.5],[0.00247542],[5.82389372],[0.01338939],[0.00918229],[0.9956937],[-0.02864366],[0.],[5.15749207],[5.56302277]
[1.5],[-0.5],[0.00360143],[5.84486806],[0.0133538],[0.00916096],[0.99784685],[-0.03097013],[0.],[5.16126306],[5.56763603]
[1.5],[-0.5],[-0.00292503],[5.82777163],[0.0133179],[0.00913836],[0.99892343],[-0.0334396],[0.],[5.16491956],[5.57189395]
[1.5],[-0.5],[-0.00829631],[5.77942262],[0.01328764],[0.00913395],[0.99946171],[-0.03392206],[0.],[5.16829077],[5.57529079]
[1.5],[-0.5],[-0.00046279],[5.77674797],[0.01325116],[0.00910893],[0.99973086],[-0.03666556],[0.],[5.1716288],[5.57858826]
[1.5],[-0.5],[-0.02016963],[5.66023308],[0.01325223],[0.00920593],[0.99986543],[-0.02607253],[0.],[5.17430932],[5.57992463]
[1.5],[-0.5],[0.02116135],[5.78001124],[0.01325708],[0.00931348],[0.86137597],[-0.01445773],[0.],[5.17763224],[5.58319966]
[1.5],[-0.5],[0.00713219],[5.82123536],[0.01322536],[0.00930291],[0.82052389],[-0.01559344],[0.],[5.18116309],[5.58709584]
[1.5],[-0.5],[-0.00088435],[5.81608735],[0.0131891],[0.00927759],[0.86823935],[-0.0183191],[0.],[5.18464632],[5.59084399]
[1.5],[-0.5],[0.00869298],[5.86664651],[0.01315988],[0.00927448],[0.90046986],[-0.01865401],[0.],[5.18838782],[5.59535834]
[1.5],[-0.5],[0.00551558],[5.89900449],[0.01312656],[0.00925802],[0.95023493],[-0.02043005],[0.],[5.19228631],[5.60032844]
[1.5],[-0.5],[0.00318457],[5.91779031],[0.01309145],[0.00923561],[0.97511746],[-0.02285439],[0.],[5.19626647],[5.60552468]
[1.5],[-0.5],[0.00066244],[5.92171052],[0.01305553],[0.00921037],[0.98755873],[-0.02559078],[0.],[5.2002463],[5.61070003]
[1.5],[-0.5],[0.00132586],[5.92956185],[0.01301983],[0.0091856],[0.99377937],[-0.02828421],[0.],[5.20424737],[5.61591918]
[1.5],[-0.5],[0.00847712],[5.97982748],[0.01299082],[0.00918186],[0.99688968],[-0.02869119],[0.],[5.20850226],[5.62187566]
[1.5],[-0.5],[0.01141294],[6.04807491],[0.01296739],[0.00919557],[0.99844484],[-0.02719842],[0.],[5.21310821],[5.62885172]
[1.5],[-0.5],[-0.00382371],[6.02494882],[0.01293315],[0.00917469],[0.99922242],[-0.02947232],[0.],[5.21756202],[5.63533506]
[1.5],[-0.5],[0.00614351],[6.06196314],[0.01290119],[0.0091608],[0.99961121],[-0.03098772],[0.],[5.22219445],[5.64231814]
[1.5],[-0.5],[-0.01203423],[5.98901208],[0.01287947],[0.00917901],[0.99980561],[-0.029001],[0.],[5.22640127],[5.64799285]
[1.5],[-0.5],[0.01594074],[6.08448139],[0.01286819],[0.00922963],[0.9999028],[-0.02350152],[0.],[5.23110875],[5.65513732]
[1.5],[-0.5],[0.00555409],[6.11827515],[0.01283578],[0.00921347],[0.9999514],[-0.0252543],[0.],[5.2359758],[5.66271799]
[1.5],[-0.5],[-0.00526274],[6.08607628],[0.01280315],[0.00919643],[0.9999757],[-0.02710579],[0.],[5.24063951],[5.66964755]
[1.5],[-0.5],[0.00198734],[6.09817139],[0.01276836],[0.00917235],[0.99998785],[-0.02972759],[0.],[5.24534398],[5.67666166]
[1.5],[-0.5],[-0.00513754],[6.0668418],[0.01273582],[0.00915506],[0.99999393],[-0.03161362],[0.],[5.24985077],[5.68304815]
[1.5],[-0.5],[-0.01133996],[5.99804403],[0.01271317],[0.00916847],[0.99999696],[-0.03015025],[0.],[5.25395541],[5.68820403]
[1.5],[-0.5],[-0.02240091],[5.86368239],[0.0127264],[0.00929261],[0.9175304],[-0.01670128],[0.],[5.25730041],[5.69107627]
[1.31551041],[-0.31551041],[0.02175316],[5.99123604],[0.01273683],[0.00940611],[0.57280149],[-0.00456145],[0.],[5.26132683],[5.6959893]
[1.08757493],[-0.08757493],[0.0106635],[6.05512361],[0.01271602],[0.00941346],[0.38089264],[-0.00377968],[0.],[5.26568165],[5.70186764]
[1.05661708],[-0.05661708],[0.00236674],[6.0694545],[0.01268212],[0.00938924],[0.34934483],[-0.00635594],[0.],[5.2700912],[5.70788433]
[1.02498299],[-0.02498299],[0.01041],[6.13263754],[0.01266832],[0.00939515],[0.31785975],[-0.00572749],[0.],[5.27482318],[5.71483672]
[1.07731311],[-0.07731311],[0.00273825],[6.14943022],[0.01263507],[0.00937154],[0.36502587],[-0.00824384],[0.],[5.27962133],[5.72195017]
[1.16214801],[-0.16214801],[-0.00491332],[6.11921612],[0.01260489],[0.00935288],[0.43843444],[-0.01023686],[0.],[5.2842274],[5.72845265]
[1.29455678],[-0.29455678],[-0.00063313],[6.11534187],[0.01257034],[0.0093273],[0.54358735],[-0.01297481],[0.],[5.28878695],[5.73478528]
[1.42714201],[-0.42714201],[0.00575697],[6.15054773],[0.01254014],[0.00931145],[0.63868742],[-0.01467575],[0.],[5.29351463],[5.7415905]
[1.5],[-0.5],[-0.00722277],[6.10612372],[0.01251131],[0.00930127],[0.71358175],[-0.01576952],[0.],[5.29797265],[5.74755721]
[1.5],[-0.5],[-0.00303294],[6.08760422],[0.01247784],[0.00927844],[0.81246399],[-0.01822692],[0.],[5.30230462],[5.75312312]
[1.5],[-0.5],[0.01197775],[6.16052],[0.01245761],[0.00929539],[0.8162841],[-0.01640208],[0.],[5.30701285],[5.75979142]
[1.5],[-0.5],[-0.00714551],[6.11649993],[0.0124284],[0.00928495],[0.84627843],[-0.01752546],[0.],[5.31145374],[5.76563005]
[1.5],[-0.5],[0.00932031],[6.17350761],[0.01240281],[0.00928515],[0.86075236],[-0.01750453],[0.],[5.31618303],[5.77230622]
[1.5],[-0.5],[0.00260205],[6.18957141],[0.01236941],[0.00926165],[0.93037618],[-0.02003855],[0.],[5.32097449],[5.77913604]
[1.5],[-0.5],[-0.0010478],[6.18308598],[0.01233554],[0.00923654],[0.96518809],[-0.02275383],[0.],[5.32570409],[5.78574792]
[1.5],[-0.5],[0.00175518],[6.19393839],[0.01230196],[0.00921208],[0.98259405],[-0.02540483],[0.],[5.33046728],[5.79242921]
[1.5],[-0.5],[0.00354071],[6.21586931],[0.01226942],[0.00919052],[0.99129702],[-0.02774812],[0.],[5.33532465],[5.79936011]
[1.5],[-0.5],[0.00349882],[6.23761751],[0.01223694],[0.00916894],[0.99564851],[-0.03009912],[0.],[5.34027469],[5.80653353]
[1.5],[-0.5],[0.00379284],[6.26127579],[0.01220476],[0.00914807],[0.99782426],[-0.03237796],[0.],[5.34532736],[5.81397679]
[1.5],[-0.5],[0.00385046],[6.2853846],[0.01217273],[0.0091274],[0.99891213],[-0.03464014],[0.],[5.35048458],[5.82169282]
[1.5],[-0.5],[-0.01019076],[6.22133176],[0.01214971],[0.00913357],[0.99945606],[-0.03396423],[0.],[5.3552621],[5.82823414]
[1.5],[-0.5],[-0.01617992],[6.12067109],[0.01214265],[0.00918698],[0.99972803],[-0.02813339],[0.],[5.35946118],[5.83302077]
[1.5],[-0.5],[0.00220858],[6.13418905],[0.01210978],[0.00916321],[0.99986402],[-0.03072459],[0.],[5.36371139],[5.83795031]
[1.5],[-0.5],[0.01195035],[6.20749473],[0.01209093],[0.00918081],[0.99993201],[-0.02880582],[0.],[5.36834044],[5.84399904]
[1.5],[-0.5],[0.01306805],[6.28861455],[0.01207498],[0.00920661],[0.999966],[-0.02599911],[0.],[5.37338912],[5.85127653]
[1.5],[-0.5],[0.00260358],[6.30498748],[0.0120425],[0.00918335],[0.999983],[-0.02852916],[0.],[5.37849993],[5.8587029]
[1.5],[-0.5],[0.00313249],[6.32473777],[0.01201042],[0.00916106],[0.9999915],[-0.03095893],[0.],[5.38369105],[5.86633099]
[1.5],[-0.5],[-0.00885033],[6.26876172],[0.01198539],[0.00915938],[0.99999575],[-0.03114188],[0.],[5.38854661],[5.87291801]
[1.5],[-0.5],[0.01318377],[6.35140763],[0.01197019],[0.00918627],[0.99999788],[-0.02821052],[0.],[5.39382892],[5.88074996]
[1.5],[-0.5],[0.00666634],[6.3937483],[0.01194185],[0.00917434],[0.99999894],[-0.02951071],[0.],[5.39931455],[5.88914675]
[1.5],[-0.5],[-0.00161899],[6.38339689],[0.01190932],[0.00914992],[0.99999947],[-0.03217541],[0.],[5.40471329],[5.89723667]
[1.5],[-0.5],[0.00065971],[6.38760806],[0.01187665],[0.00912492],[0.99999973],[-0.03491166],[0.],[5.41010551],[5.9052631]
[1.5],[-0.5],[0.00449342],[6.4163103],[0.01184611],[0.00910594],[0.99999987],[-0.03699385],[0.],[5.41562561],[5.91362796]
[1.5],[-0.5],[-0.00065977],[6.41207699],[0.01181361],[0.00908106],[0.99999993],[-0.03972996],[0.],[5.42109221],[5.9217866]
[1.5],[-0.5],[-0.00484673],[6.38099939],[0.01178359],[0.00906323],[0.99999997],[-0.04169548],[0.],[5.42635832],[5.92930303]
[1.5],[-0.5],[-0.00198534],[6.36833093],[0.01175163],[0.00903953],[0.99999998],[-0.04431373],[0.],[5.43152605],[5.93648907]
[1.5],[-0.5],[-0.00668975],[6.32572837],[0.01172401],[0.00902831],[0.99999999],[-0.045556],[0.],[5.4364317],[5.94286016]
[1.5],[-0.5],[-0.01144299],[6.25334311],[0.01170544],[0.00904331],[1.],[-0.04389525],[0.],[5.44091333],[5.94794217]
[1.5],[-0.5],[0.00348455],[6.27513319],[0.01167456],[0.00902216],[1.],[-0.0462365],[0.],[5.44548991],[5.95329765]
[1.5],[-0.5],[-0.00799287],[6.22497688],[0.01164918],[0.00901684],[1.],[-0.04682703],[0.],[5.44976623],[5.95774452]
[1.5],[-0.5],[0.01247108],[6.30260905],[0.01163349],[0.00903939],[1.],[-0.04432908],[0.],[5.45444498],[5.96338928]
[1.5],[-0.5],[-0.00280186],[6.28495005],[0.01160236],[0.00901695],[1.],[-0.04681474],[0.],[5.45900118],[5.96865261]
[1.5],[-0.5],[-0.01446446],[6.19404164],[0.01159251],[0.00905578],[1.],[-0.04251773],[0.],[5.46303366],[5.9723418]
