w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[0.92001261],[0.07998739],[0.00662883],[1.42650656],[0.00989143],[0.00944813],[-0.03762005],[-0.00010406],[0.],[1.3555776],[1.42234864]
[1.00164887],[-0.00164887],[0.0031347],[1.43097824],[0.00986747],[0.00942504],[0.04496991],[-0.0025512],[0.],[1.35599127],[1.42248989]
[1.00588471],[-0.00588471],[-0.0116425],[1.41431807],[0.00987795],[0.00943862],[0.0502517],[-0.00111067],[0.],[1.35631126],[1.42235613]
[1.07211913],[-0.07211913],[-0.00359987],[1.40922671],[0.00985438],[0.00941647],[0.11163256],[-0.00346027],[0.],[1.35660157],[1.42214123]
[1.15086673],[-0.15086673],[-0.00625261],[1.40041537],[0.00983678],[0.00940202],[0.1807233],[-0.00499628],[0.],[1.35684194],[1.42178562]
[1.08558295],[-0.08558295],[-0.01436978],[1.3802917],[0.00985316],[0.00943641],[0.12398827],[-0.00134506],[0.],[1.35697059],[1.42110645]
[1.13159235],[-0.13159235],[-0.00143392],[1.37831247],[0.00982657],[0.00941109],[0.16279515],[-0.00403204],[0.],[1.35708768],[1.42040599]
[0.68456159],[0.31543841],[-0.02753822],[1.3403562],[0.0099638],[0.00960433],[-0.32593915],[0.01629347],[0.],[1.35699588],[1.41909573]
[0.5714824],[0.4285176],[0.00309145],[1.34449984],[0.00994192],[0.00958069],[-0.50868207],[0.0138285],[0.],[1.35692733],[1.41787474]
[0.51096346],[0.48903654],[-0.01050618],[1.33037428],[0.01000858],[0.00958601],[-0.61393501],[0.01438376],[0.],[1.35678165],[1.41644253]
[0.50051115],[0.49948885],[0.00681181],[1.33943654],[0.01002899],[0.00957298],[-0.63256602],[0.01302394],[0.],[1.35668649],[1.41518209]
[0.52683337],[0.47316663],[0.00357219],[1.34422126],[0.01001495],[0.00955035],[-0.58271303],[0.0106572],[0.],[1.35661811],[1.4140206]
[0.56065869],[0.43934131],[-0.00632403],[1.33572037],[0.01002763],[0.00953563],[-0.51921931],[0.00911451],[0.],[1.35650346],[1.41273897]
[0.60447217],[0.39552783],[0.00576516],[1.34342101],[0.01002853],[0.00951902],[-0.44388615],[0.00737106],[0.],[1.35643168],[1.41160437]
[0.56042992],[0.43957008],[-0.01492128],[1.32337545],[0.01016777],[0.00955699],[-0.50574878],[0.01135223],[0.],[1.35625033],[1.41016023]
[0.57759943],[0.42240057],[-0.00351597],[1.3187225],[0.0101508],[0.0095343],[-0.47724311],[0.00897475],[0.],[1.35604444],[1.40866358]
[0.50617313],[0.49382687],[-0.0161817],[1.29738333],[0.01033469],[0.00958335],[-0.59129118],[0.01410679],[0.],[1.35572262],[1.40684213]
[0.51052028],[0.48947972],[-0.00263487],[1.2939649],[0.01031383],[0.00955902],[-0.58476029],[0.01156459],[0.],[1.3553838],[1.40499455]
[0.53336073],[0.46663927],[-0.00602426],[1.28616972],[0.01032318],[0.0095432],[-0.54008595],[0.00990823],[0.],[1.35500408],[1.40304962]
[0.52269835],[0.47730165],[0.01162946],[1.30112717],[0.01041978],[0.00955589],[-0.55096571],[0.01123691],[0.],[1.3547085],[1.40138134]
[0.54863286],[0.45136714],[0.00456892],[1.30707191],[0.0104109],[0.00953565],[-0.50339287],[0.0091164],[0.],[1.35444715],[1.39983768]
[0.57098479],[0.42901521],[-0.00810998],[1.29647158],[0.01044052],[0.00952841],[-0.46061903],[0.0083569],[0.],[1.35412909],[1.39814578]
[0.57577428],[0.42422572],[0.01007147],[1.30952895],[0.01049282],[0.00953147],[-0.44726926],[0.00867839],[0.],[1.3538844],[1.39669529]
[0.61764373],[0.38235627],[0.00309944],[1.31358776],[0.01047139],[0.00950806],[-0.37911738],[0.00621931],[0.],[1.35366333],[1.39533498]
[0.6811595],[0.3188405],[-0.00304757],[1.30958451],[0.01044917],[0.00948463],[-0.28335732],[0.00375195],[0.],[1.3534215],[1.39393141]
[0.70925948],[0.29074052],[0.00982489],[1.32245104],[0.01047477],[0.00948653],[-0.24048497],[0.00395225],[0.],[1.35325159],[1.39276142]
[0.70337074],[0.29662926],[0.01116361],[1.33721436],[0.01051056],[0.00949654],[-0.24541125],[0.00500675],[0.],[1.35316361],[1.39185222]
[0.7239718],[0.2760282],[-0.00702566],[1.32781955],[0.01050794],[0.00948474],[-0.21679229],[0.00376347],[0.],[1.35302457],[1.39080413]
[0.5269331],[0.4730669],[-0.02243662],[1.29802777],[0.010728],[0.00960357],[-0.51374516],[0.01621396],[0.],[1.35272284],[1.38928556]
[0.48138935],[0.51861065],[-0.00401123],[1.29282109],[0.01071367],[0.0095818],[-0.60547935],[0.01394427],[0.],[1.35239421],[1.38770662]
[0.4882819],[0.5117181],[0.00366355],[1.2975574],[0.01069875],[0.00955933],[-0.59265653],[0.01159667],[0.],[1.35209336],[1.38623105]
[0.52577484],[0.47422516],[-0.00214309],[1.29477661],[0.01067451],[0.00953439],[-0.5209441],[0.00898463],[0.],[1.35177891],[1.38473412]
[0.58048521],[0.41951479],[0.00315189],[1.29885761],[0.01065423],[0.00951107],[-0.4238551],[0.00653532],[0.],[1.35148857],[1.38332849]
[0.64342899],[0.35657101],[0.0045334],[1.30474586],[0.01064046],[0.00949088],[-0.32220061],[0.00441092],[0.],[1.35123214],[1.38204224]
[0.68966832],[0.31033168],[0.00802459],[1.31521591],[0.01065107],[0.00948346],[-0.25180515],[0.00362819],[0.],[1.35103454],[1.38094842]
[0.72500877],[0.27499123],[-0.00833708],[1.30425084],[0.01065972],[0.00947755],[-0.20102029],[0.00300471],[0.],[1.35077788],[1.37969303]
[0.79868366],[0.20131634],[0.00039805],[1.30477],[0.01063051],[0.00945156],[-0.10698324],[0.00025892],[0.],[1.35052547],[1.37846669]
[0.89919135],[0.10080865],[7.52945196e-05],[1.30486825],[0.01060131],[0.0094256],[0.00879716],[-0.00249155],[0.],[1.35027499],[1.37726202]
[0.98398047],[0.01601953],[0.00698587],[1.31398389],[0.0105878],[0.00941394],[0.09763227],[-0.00372935],[0.],[1.35007589],[1.37622628]
[0.99710335],[0.00289665],[-0.01132716],[1.29910019],[0.01059309],[0.00942549],[0.11138071],[-0.00250258],[0.],[1.34979622],[1.37496388]
[1.01984136],[-0.01984136],[0.00835916],[1.30995958],[0.01058223],[0.00941997],[0.13290247],[-0.00308848],[0.],[1.34957767],[1.37389988]
[0.97709559],[0.02290441],[0.0125289],[1.32637194],[0.01059233],[0.00943982],[0.09103854],[-0.00098349],[0.],[1.34945036],[1.37312194]
[0.98641874],[0.01358126],[0.00717427],[1.33588768],[0.01057722],[0.00942888],[0.09910728],[-0.00214352],[0.],[1.34937595],[1.37251249]
[1.06193199],[-0.06193199],[-0.00149369],[1.33389227],[0.01054876],[0.00940363],[0.17017746],[-0.00482495],[0.],[1.34929101],[1.37188035]
[1.10435821],[-0.10435821],[-0.00921325],[1.32160279],[0.01053937],[0.0094026],[0.20846147],[-0.00493491],[0.],[1.3491391],[1.3710574]
[0.66363307],[0.33636693],[-0.02770004],[1.28499434],[0.01067325],[0.00959861],[-0.28820587],[0.01569746],[0.],[1.34878719],[1.36964872]
[0.55605827],[0.44394173],[-0.00021949],[1.28471229],[0.01064397],[0.00957226],[-0.46780944],[0.01294826],[0.],[1.34843567],[1.36825847]
[0.54368058],[0.45631942],[-0.00225153],[1.28181972],[0.0106191],[0.00954742],[-0.4926595],[0.01035019],[0.],[1.3480702],[1.36684364]
[0.56798253],[0.43201747],[0.00428359],[1.28731051],[0.01060572],[0.00952648],[-0.45019145],[0.00815447],[0.],[1.34773686],[1.36554183]
[0.53801392],[0.46198608],[-0.01329695],[1.27019321],[0.01071855],[0.00955123],[-0.49381554],[0.01074879],[0.],[1.34731144],[1.36398116]
[0.55682885],[0.44317115],[-0.0042728],[1.26476593],[0.01070557],[0.00953025],[-0.46065378],[0.00854984],[0.],[1.34685858],[1.3623572]
[0.57696928],[0.42303072],[-0.00793093],[1.25473515],[0.01072864],[0.00952221],[-0.42296983],[0.00770572],[0.],[1.34635317],[1.36059563]
[0.45165286],[0.54834714],[0.0202081],[1.28009097],[0.01100815],[0.00961329],[-0.64212665],[0.01722567],[0.],[1.34598965],[1.35927793]
[0.43005835],[0.56994165],[-0.00356496],[1.2755275],[0.01099386],[0.00959052],[-0.6924181],[0.01485419],[0.],[1.34560308],[1.3579071]
[0.44894756],[0.55105244],[0.00197603],[1.27804798],[0.01096869],[0.00956529],[-0.6517247],[0.01222063],[0.],[1.34523246],[1.35659996]
[0.45887527],[0.54112473],[-0.00899175],[1.2665561],[0.01103972],[0.00956224],[-0.62339803],[0.01190143],[0.],[1.34480083],[1.35512611]
[0.49073484],[0.50926516],[-0.00463748],[1.26068247],[0.01103526],[0.00954216],[-0.55667672],[0.00979911],[0.],[1.34433934],[1.35358025]
[0.37898115],[0.62101885],[0.02093719],[1.28707762],[0.01144841],[0.00964149],[-0.77833836],[0.02015441],[0.],[1.34402519],[1.35249173]
[0.33971443],[0.66028557],[-0.00864299],[1.27595342],[0.01154228],[0.00963629],[-0.87955368],[0.01961538],[0.],[1.34365174],[1.35123895]
[0.33045917],[0.66954083],[0.00727418],[1.28523494],[0.01161812],[0.00962491],[-0.90062693],[0.018434],[0.],[1.34333125],[1.35015859]
[0.34103196],[0.65896804],[0.00563955],[1.29248309],[0.01165402],[0.00960756],[-0.86604875],[0.01662941],[0.],[1.34305229],[1.34921455]
[0.37231],[0.62769],[0.00107825],[1.29387671],[0.01162418],[0.0095815],[-0.78086212],[0.01391351],[0.],[1.3427825],[1.34830878]
[0.40764456],[0.59235544],[-0.00510485],[1.28727166],[0.01163735],[0.00956266],[-0.68906095],[0.0119452],[0.],[1.34247796],[1.34730972]
[0.45665361],[0.54334639],[-0.00210085],[1.2845673],[0.01161188],[0.00953766],[-0.57772204],[0.00932766],[0.],[1.34216025],[1.34628275]
[0.51202154],[0.48797846],[-0.00385576],[1.27961432],[0.01159714],[0.00951575],[-0.46455097],[0.0070276],[0.],[1.34181711],[1.34519152]
[0.57918237],[0.42081763],[0.00240699],[1.28269434],[0.01157038],[0.00949129],[-0.34361061],[0.00445341],[0.],[1.34149276],[1.34416856]
[0.45577013],[0.54422987],[0.02135916],[1.31009162],[0.01185668],[0.00959652],[-0.55879591],[0.01547962],[0.],[1.34132048],[1.34361078]
[0.4393196],[0.5606804],[-0.00089784],[1.30891537],[0.01182508],[0.00957039],[-0.59822613],[0.01275313],[0.],[1.3411427],[1.34304289]
[0.4625148],[0.5374852],[0.0006439],[1.30975818],[0.01179305],[0.00954422],[-0.54948739],[0.01001497],[0.],[1.34097052],[1.34249808]
[0.50884411],[0.49115589],[0.00070904],[1.31068685],[0.01176115],[0.00951815],[-0.4567326],[0.00727956],[0.],[1.34080438],[1.34197739]
[0.57250384],[0.42749616],[0.00014182],[1.31087274],[0.01172885],[0.00949201],[-0.34160455],[0.00452953],[0.],[1.34064017],[1.34146827]
[0.64928219],[0.35071781],[-0.00197583],[1.30828268],[0.01169951],[0.00946707],[-0.218262],[0.00189839],[0.],[1.34046265],[1.34092509]
[0.72527844],[0.27472156],[-0.00524828],[1.30141645],[0.01168285],[0.00944906],[-0.1089988],[-5.2880474e-06],[0.],[1.34024844],[1.34027841]
[0.81778796],[0.18221204],[0.00274433],[1.30498796],[0.01165408],[0.0094253],[0.00858358],[-0.00252332],[-0.00528741],[1.34005499],[1.33970077]
[0.76202523],[0.23797477],[-0.01584417],[1.28431152],[0.01171046],[0.00947239],[-0.05721357],[0.00246021],[-0.0142618],[1.33974918],[1.33879415]
[0.78650321],[0.21349679],[-0.00295215],[1.28052003],[0.01168186],[0.0094489],[-0.02804214],[-2.25855957e-05],[-0.02366467],[1.33942423],[1.33784032]
[0.84473517],[0.15526483],[0.00427151],[1.28598978],[0.01165667],[0.00942825],[0.04122556],[-0.00220987],[-0.03197847],[1.33913108],[1.33699163]
[0.74474408],[0.25525592],[0.01706656],[1.30793721],[0.01172046],[0.00948695],[-0.07929946],[0.00399649],[-0.03653761],[1.33895995],[1.33651606]
[0.75235676],[0.24764324],[0.00116314],[1.30945853],[0.01168882],[0.00946128],[-0.07183254],[0.00128731],[-0.04074839],[1.3387981],[1.33607318]
[0.69155143],[0.30844857],[0.01411258],[1.32793836],[0.01173903],[0.00949302],[-0.15181894],[0.00463611],[-0.04185162],[1.33873852],[1.33594003]
[0.71290525],[0.28709475],[-0.00117302],[1.32638067],[0.01170749],[0.00946734],[-0.12409905],[0.00192758],[-0.04318132],[1.33867072],[1.33578356]
[0.75921453],[0.24078547],[-0.00526851],[1.31939262],[0.01168823],[0.0094494],[-0.06280938],[3.03940422e-05],[-0.04561848],[1.33856496],[1.33551527]
[0.84019229],[0.15980771],[0.00100539],[1.32071913],[0.01165652],[0.00942374],[0.03582077],[-0.00268902],[-0.04778275],[1.33846706],[1.33527309]
[0.92689563],[0.07310437],[0.00530299],[1.32772288],[0.01163387],[0.00940606],[0.13208529],[-0.004567],[-0.04875308],[1.33840811],[1.33514951]
[1.00804021],[-0.00804021],[0.00667446],[1.33658471],[0.01161415],[0.00939324],[0.21431114],[-0.00593074],[-0.04825171],[1.33839811],[1.335173]
[1.12729583],[-0.12729583],[-0.00100881],[1.33523634],[0.01158248],[0.00936773],[0.3233946],[-0.00864956],[-0.04797697],[1.33838076],[1.33517404]
[1.25491615],[-0.25491615],[-0.00484513],[1.32876695],[0.01155504],[0.00934889],[0.42826947],[-0.01066289],[-0.04875976],[1.33832802],[1.33506916]
[1.38521788],[-0.38521788],[-0.00560441],[1.32131999],[0.01152802],[0.00933245],[0.5247169],[-0.01242329],[-0.05073691],[1.33823471],[1.33484412]
[0.94135696],[0.05864304],[0.02536058],[1.35482943],[0.01157619],[0.00949449],[0.14259718],[0.00479045],[-0.04719683],[1.33832575],[1.33517124]
[0.82988372],[0.17011628],[0.00287076],[1.35871882],[0.0115466],[0.00947079],[0.01400071],[0.00229192],[-0.04309606],[1.33843763],[1.33555667]
[0.82570681],[0.17429319],[-0.00391888],[1.35339416],[0.01152022],[0.00944924],[0.00666741],[1.33179264e-05],[-0.03995042],[1.33851968],[1.33584863]
[0.84980841],[0.15019159],[0.00698272],[1.36284453],[0.01150559],[0.00943746],[0.0341681],[-0.00123338],[-0.03532983],[1.33865314],[1.3362905]
[0.76673712],[0.23326288],[-0.01536118],[1.34190963],[0.01155192],[0.00948007],[-0.06468008],[0.00327057],[-0.03422024],[1.338671],[1.33638248]
[0.77809405],[0.22190595],[0.00303552],[1.34598302],[0.01152389],[0.0094567],[-0.0524062],[0.00080265],[-0.03246793],[1.33871112],[1.33653962]
[0.8215898],[0.1784102],[-0.00537596],[1.33874706],[0.01150368],[0.00943913],[0.00023196],[-0.0010574],[-0.03193021],[1.33871131],[1.33657575]
[0.84624379],[0.15375621],[0.00922258],[1.35109377],[0.01150211],[0.00943795],[0.02966176],[-0.00118183],[-0.02938956],[1.33877924],[1.33681338]
[0.92232888],[0.07767112],[-0.0004126],[1.35053631],[0.01147057],[0.00941208],[0.11301066],[-0.00392719],[-0.02699291],[1.33884375],[1.337038]
[1.0217142],[-0.0217142],[0.00367763],[1.35550309],[0.01144287],[0.00939017],[0.21292763],[-0.00625689],[-0.02383766],[1.33893514],[1.33734024]
[1.0323094],[-0.0323094],[0.01179671],[1.37149357],[0.01144344],[0.00940506],[0.2232945],[-0.00467323],[-0.01814709],[1.33911376],[1.33789926]
[1.11448739],[-0.11448739],[0.00036015],[1.37198751],[0.01141204],[0.00937926],[0.29714259],[-0.00741981],[-0.01250141],[1.33929411],[1.33845722]
[1.23807733],[-0.23807733],[0.00202228],[1.37476205],[0.01138149],[0.0093547],[0.39962719],[-0.01004224],[-0.00652945],[1.3394887],[1.33905146]
[1.2858003],[-0.2858003],[-0.01030927],[1.36058926],[0.01136693],[0.0093602],[0.43616867],[-0.0094542],[-0.0029931],[1.33960446],[1.33940399]
[0.98315633],[0.01684367],[-0.02130823],[1.33159751],[0.01140187],[0.00946697],[0.17086929],[0.0018886],[-0.00424532],[1.33956053],[1.33927622]
[0.92367513],[0.07632487],[0.00126909],[1.33328743],[0.01137095],[0.00944144],[0.10574624],[-0.00081246],[-0.00519539],[1.33952611],[1.33917819]
[0.87068436],[0.12931564],[-0.0111008],[1.31848687],[0.01137463],[0.00945134],[0.04698867],[0.00023538],[-0.00853057],[1.33941069],[1.33883951]
[0.88450074],[0.11549926],[0.00574688],[1.32606406],[0.01135388],[0.00943498],[0.06090717],[-0.00149651],[-0.01056119],[1.33933747],[1.3386304]
[0.94240996],[0.05759004],[0.00433474],[1.33181221],[0.0113285],[0.00941454],[0.12208562],[-0.00366528],[-0.01161214],[1.33929618],[1.3385188]
[1.0286811],[-0.0286811],[0.00425478],[1.33747877],[0.01130232],[0.00939397],[0.20736461],[-0.00585287],[-0.01171761],[1.33928621],[1.33850178]
[1.15247694],[-0.15247694],[0.00080517],[1.33855567],[0.01127142],[0.00936835],[0.31826326],[-0.00858324],[-0.01164458],[1.3392822],[1.33850266]
[1.18256409],[-0.18256409],[-0.01125502],[1.3234902],[0.01126368],[0.00937974],[0.34334731],[-0.00736863],[-0.01402273],[1.33919557],[1.33825694]
[1.24922253],[-0.24922253],[-0.00605003],[1.31548304],[0.01123911],[0.0093647],[0.39599987],[-0.00897305],[-0.01765149],[1.33906548],[1.33788417]
[1.3776289],[-0.3776289],[-1.37072391e-05],[1.31546501],[0.01120823],[0.00933898],[0.4910917],[-0.01172367],[-0.02120398],[1.338936],[1.33751721]
[0.94970739],[0.05029261],[0.02497968],[1.3483249],[0.01125798],[0.00949533],[0.12355485],[0.00487964],[-0.01932833],[1.33898751],[1.33769412]
[0.53250845],[0.46749155],[-0.02872642],[1.30959236],[0.01144845],[0.00970535],[-0.43822257],[0.02675704],[-0.02379766],[1.33882624],[1.33723414]
[0.40318053],[0.59681947],[0.0010399],[1.3109542],[0.01141788],[0.009679],[-0.71911129],[0.02403808],[-0.02794778],[1.33867333],[1.33680399]
[0.35121031],[0.64878969],[-0.0014998],[1.30898803],[0.01138999],[0.00965305],[-0.85955564],[0.02135368],[-0.03232734],[1.33851048],[1.3363487]
[0.32871752],[0.67128248],[-0.00607174],[1.3010402],[0.01143149],[0.00963704],[-0.92210555],[0.01969311],[-0.03790681],[1.33830491],[1.33577077]
[0.34136901],[0.65863099],[0.00163276],[1.30316449],[0.01140575],[0.00961133],[-0.88659404],[0.01702165],[-0.04301808],[1.33811212],[1.33523707]
[0.36399139],[0.63600861],[0.00521159],[1.30995605],[0.0114297],[0.0095927],[-0.82033027],[0.01508133],[-0.04690832],[1.33795765],[1.33482326]
[0.40414589],[0.59585411],[-4.35679473e-05],[1.30989897],[0.01139832],[0.00956635],[-0.71843417],[0.01233076],[-0.0507207],[1.33780372],[1.3344153]
[0.45347925],[0.54652075],[-0.00286867],[1.3061413],[0.01137943],[0.00954244],[-0.60491957],[0.0098281],[-0.0550611],[1.33763002],[1.33395251]
[0.50965576],[0.49034424],[-0.0036506],[1.3013731],[0.01136406],[0.00952007],[-0.48948457],[0.00748099],[-0.06008362],[1.3374311],[1.33341925]
[0.57880812],[0.42119188],[0.00154218],[1.30338005],[0.01133499],[0.0094946],[-0.3648108],[0.00480274],[-0.06466602],[1.3372443],[1.33292756]
[0.60599658],[0.39400342],[-0.01031647],[1.28993376],[0.01138103],[0.00949931],[-0.3148539],[0.00529794],[-0.07134562],[1.33698474],[1.33222384]
[0.66738347],[0.33261653],[-7.00339231e-05],[1.28984342],[0.01134977],[0.00947321],[-0.22111358],[0.00254747],[-0.07789314],[1.33672612],[1.33153015]
[0.74893799],[0.25106201],[-0.00194607],[1.2873333],[0.01132069],[0.00944829],[-0.10838744],[-8.67739935e-05],[-0.08470731],[1.33645514],[1.33080674]
[0.83751537],[0.16248463],[0.00445757],[1.29307167],[0.01129815],[0.00942812],[0.0014025],[-0.00222385],[-0.09042971],[1.33621713],[1.33018909]
[0.58510339],[0.41489661],[-0.02475381],[1.26106323],[0.01147798],[0.00957932],[-0.34145716],[0.01368634],[-0.10127673],[1.33580483],[1.32905763]
[0.52883964],[0.47116036],[-0.00120828],[1.25953951],[0.01144751],[0.00955343],[-0.4452184],[0.01097959],[-0.11214173],[1.33538643],[1.32791975]
[0.53930497],[0.46069503],[-0.00021525],[1.2592684],[0.01141612],[0.0095272],[-0.42836843],[0.00823037],[-0.12281769],[1.33496883],[1.32679606]
[0.58133297],[0.41866703],[0.00242843],[1.26232645],[0.01138954],[0.00950274],[-0.35565714],[0.00565892],[-0.13275919],[1.33457031],[1.32574082]
[0.59212114],[0.40787886],[-0.010422],[1.24917049],[0.01143595],[0.00950802],[-0.33320326],[0.00621499],[-0.14465297],[1.33410179],[1.32448751]
[0.64313483],[0.35686517],[0.00035014],[1.24960787],[0.01140461],[0.00948194],[-0.25330426],[0.00346811],[-0.15621846],[1.33363824],[1.32326188]
[0.70279418],[0.29720582],[-0.00527475],[1.2430165],[0.01138961],[0.00946396],[-0.16591009],[0.00157032],[-0.16862306],[1.33314108],[1.32194841]
[0.69698524],[0.30301476],[0.01235663],[1.258376],[0.01143255],[0.00948224],[-0.17044761],[0.0034997],[-0.17821764],[1.33273091],[1.32090786]
[0.61804685],[0.38195315],[-0.01534534],[1.23906579],[0.01151743],[0.00952426],[-0.28325024],[0.00792106],[-0.19079802],[1.33221705],[1.31956826]
[0.61637429],[0.38362571],[0.00468086],[1.24486568],[0.01149936],[0.00950442],[-0.2875303],[0.00583621],[-0.20214335],[1.33173783],[1.31834552]
[0.63718557],[0.36281443],[-0.00665196],[1.23658489],[0.01149577],[0.00949111],[-0.25463563],[0.00443482],[-0.21461457],[1.33121581],[1.31700726]
[0.67609894],[0.32390106],[-0.00592782],[1.22925463],[0.01148503],[0.00947522],[-0.19629201],[0.00275897],[-0.22803296],[1.33065643],[1.31557092]
[0.70882762],[0.29117238],[-0.00810899],[1.21928662],[0.01148805],[0.00946826],[-0.14875639],[0.00202442],[-0.24282092],[1.33004544],[1.31399493]
[0.60870383],[0.39129617],[0.0175588],[1.24069582],[0.01160223],[0.0095314],[-0.29114716],[0.00867076],[-0.25371829],[1.32955526],[1.31279517]
[0.58173357],[0.41826643],[0.00749466],[1.24999442],[0.01160603],[0.00952141],[-0.33613858],[0.0076226],[-0.26281764],[1.32911878],[1.31176724]
[0.61086376],[0.38913624],[-0.00043838],[1.24944645],[0.0115743],[0.00949532],[-0.29001493],[0.00487783],[-0.27179804],[1.32868168],[1.31074717]
[0.67111015],[0.32888985],[0.00079674],[1.25044194],[0.01154289],[0.00946942],[-0.19867306],[0.00214662],[-0.28040295],[1.32825245],[1.30976009]
[0.70968059],[0.29031941],[0.00868462],[1.26130155],[0.01155086],[0.00946529],[-0.14210153],[0.0017106],[-0.28698698],[1.32788515],[1.30896692]
[0.77754042],[0.22245958],[0.0032358],[1.26538287],[0.01152403],[0.00944233],[-0.05310628],[-0.00071778],[-0.29272473],[1.32754225],[1.30825353]
[0.69621668],[0.30378332],[-0.01681757],[1.2441022],[0.01160366],[0.00949843],[-0.15669413],[0.00520564],[-0.30188603],[1.32708449],[1.3072035]
[0.70904603],[0.29095397],[0.00134763],[1.24577879],[0.01157266],[0.00947286],[-0.14111053],[0.00251054],[-0.31055102],[1.32663843],[1.30619809]
[0.69099608],[0.30900392],[-0.01141722],[1.23155545],[0.0116025],[0.00948462],[-0.1643209],[0.00375063],[-0.32140122],[1.32611679],[1.30497634]
[0.61922929],[0.38077071],[0.01452233],[1.2494405],[0.01167463],[0.00951953],[-0.2677826],[0.00742489],[-0.32899239],[1.32569614],[1.30406732]
[0.57468737],[0.42531263],[0.01079435],[1.2629274],[0.01171365],[0.00952699],[-0.33909496],[0.00820815],[-0.33412665],[1.32535178],[1.30339394]
[0.57111401],[0.42888599],[-0.00716667],[1.25387641],[0.01171819],[0.00951564],[-0.34494503],[0.0070159],[-0.34064923],[1.32495966],[1.30258343]
[0.60634002],[0.39365998],[-0.00325711],[1.2497924],[0.01169375],[0.00949257],[-0.28718093],[0.00458834],[-0.34769519],[1.32454728],[1.30171935]
[0.65310717],[0.34689283],[-0.0056426],[1.24274032],[0.01168213],[0.00947571],[-0.21387415],[0.00281135],[-0.3557551],[1.32409848],[1.30075397]
[0.55482163],[0.44517837],[0.01833764],[1.26552924],[0.01183383],[0.0095468],[-0.36406681],[0.01028519],[-0.35976811],[1.32377716],[1.30017741]
[0.54889153],[0.45110847],[0.00295745],[1.26927199],[0.01180782],[0.0095231],[-0.37701331],[0.0077992],[-0.36303282],[1.32347813],[1.29967155]
[0.54608765],[0.45391235],[-0.00922758],[1.25755968],[0.01184139],[0.0095215],[-0.37929584],[0.00763157],[-0.36817708],[1.3231165],[1.29898226]
[0.52472586],[0.47527414],[0.01157836],[1.27212015],[0.01191237],[0.00953399],[-0.41322248],[0.00894298],[-0.3707184],[1.32283672],[1.29854258]
[0.54600106],[0.45399894],[0.00422937],[1.27750042],[0.01189446],[0.00951296],[-0.37498259],[0.00673485],[-0.37226304],[1.322588],[1.29819816]
[0.58222947],[0.41777053],[-0.00564901],[1.2702838],[0.01188673],[0.00949606],[-0.31138882],[0.0049559],[-0.37496368],[1.32230106],[1.29774126]
[0.64328105],[0.35671895],[-0.00208973],[1.26762925],[0.01185712],[0.00947124],[-0.2141654],[0.00233884],[-0.37802391],[1.32200112],[1.29724838]
[0.71793505],[0.28206495],[0.00355975],[1.27214169],[0.01183157],[0.0094489],[-0.10652518],[-2.23007373e-05],[-0.38022198],[1.32172758],[1.29683743]
[0.80809062],[0.19190938],[0.00294849],[1.27589259],[0.01180295],[0.00942548],[0.00934785],[-0.00250442],[-0.38170446],[1.32147613],[1.29649461]
[0.83684405],[0.16315595],[-0.01084338],[1.2620576],[0.0118125],[0.00943384],[0.04511972],[-0.00161783],[-0.38546745],[1.32115015],[1.29593094]
[0.86491538],[0.13508462],[-0.00838999],[1.25146894],[0.01180348],[0.00942843],[0.07735015],[-0.00219161],[-0.39091411],[1.32076787],[1.29520318]
[0.92661595],[0.07338405],[0.00483333],[1.25751771],[0.01177831],[0.00940934],[0.14412301],[-0.00421792],[-0.39518616],[1.32042087],[1.29458634]
[1.00655545],[-0.00655545],[0.0018871],[1.25989077],[0.01174692],[0.00938454],[0.2435016],[-0.0068576],[-0.39893105],[1.32008879],[1.29401845]
[1.00547215],[-0.00547215],[0.01193189],[1.27492365],[0.01174752],[0.00940039],[0.25098032],[-0.00516918],[-0.40000787],[1.31984101],[1.2937059]
[0.84949819],[0.15050181],[-0.01852247],[1.25130891],[0.01179444],[0.00947443],[0.05859768],[0.0026757],[-0.40504085],[1.31946504],[1.29301194]
[0.82630989],[0.17369011],[0.00194237],[1.25373941],[0.01176325],[0.0094495],[0.02827394],[4.09960101e-05],[-0.40951996],[1.31910446],[1.29236913]
[0.84059027],[0.15940973],[0.00700116],[1.26251704],[0.01174767],[0.0094378],[0.04408282],[-0.00119783],[-0.41237555],[1.31879401],[1.29188051]
[0.81180619],[0.18819381],[0.01195957],[1.2776162],[0.01176263],[0.00945347],[0.01051291],[0.00046114],[-0.41256419],[1.31856811],[1.29164703]
[0.79157291],[0.20842709],[-0.01000174],[1.26483782],[0.01176583],[0.00945656],[-0.01445441],[0.00078843],[-0.41488842],[1.31827333],[1.29120821]
[0.83096643],[0.16903357],[-0.00361058],[1.26027101],[0.01173841],[0.00943438],[0.03177935],[-0.00156026],[-0.41790527],[1.31795513],[1.29070183]
[0.91320269],[0.08679731],[-0.00057324],[1.25954858],[0.01170628],[0.00940856],[0.12340703],[-0.00430069],[-0.42094518],[1.3176347],[1.29019191]
[0.54904579],[0.45095421],[-0.02826158],[1.22395175],[0.01189711],[0.00961339],[-0.36919835],[0.01723607],[-0.4299567],[1.31712074],[1.28910769]
