P10,P50,P90
14.218493099428057,14.972756528057458,15.772175814557393
14.218653496930381,14.976507491475594,15.770608388468904
14.21962072520132,14.973814961846443,15.760887552403853
14.222377912167268,14.971202734316671,15.765783705155405
14.218022103073697,14.972003982007372,15.76709639375268
14.2218340144439,14.971797525219406,15.771870331827559
14.222652036195052,14.9691256860899,15.76767854593928
14.224071111615936,14.970016205414886,15.771666920211816
14.219298054292702,14.966144779617139,15.767871660167524
14.222379348324035,14.968951386031149,15.767897311913378
14.224234516461836,14.969838214487728,15.7712307412253
14.219969307799003,14.968107425935962,15.765355684189744
14.223624037727417,14.973684314749338,15.766985081237564
14.225141592822796,14.973188306987062,15.765542913062877
14.225955413063966,14.971331513913675,15.76532463312869
14.222428636397588,14.96702303945139,15.763962791901085
14.220430385232353,14.968976581291479,15.77153850720415
14.215489627092843,14.971517927383488,15.767152495056637
14.217907226930656,14.966656452062285,15.76290269902577
14.222601725393957,14.968333446209783,15.767159905751832
14.22177282392554,14.965709073813844,15.762237483268152
14.227399934618322,14.963186707930664,15.769788041587269
14.223325560230075,14.96359276524572,15.766076471345789
14.224246495569853,14.964822171606217,15.766865434336712
14.227109808754967,14.965007433331074,15.764793712211679
14.227361202513901,14.965692177396186,15.76314942485216
14.222500426794712,14.964233948881816,15.763990122712476
14.224348728731181,14.963647836901151,15.764665574798418
14.22377756923951,14.969271473219898,15.765049596739912
14.22485090473438,14.967020867659198,15.764416734307277
14.225008604464255,14.963614517306974,15.761780852714358
14.225358206917738,14.965609874220426,15.764394834836557
14.226123070996486,14.965176797083764,15.760199199240997
14.227754480365478,14.967706002996241,15.7581646765902
14.227840726901599,14.968743494307141,15.760808414436402
14.227508331333757,14.969037587822466,15.756384320776897
14.229768623164105,14.968785163837932,15.753976407048057
14.223656083210393,14.972224508855275,15.757469366061772
14.220560736156884,14.967150757442775,15.741411769007795
14.218429424329486,14.971752562474641,15.743252144161195
14.219180013953608,14.968391706900558,15.74807673454109
14.221778854837533,14.974382773047527,15.74632060895855
14.224810377675169,14.973086176379706,15.739861069853092
14.22263917461607,14.97129489369863,15.743963378830784
14.221440431314399,14.974030423381176,15.744932616995488
14.224571395933822,14.973747927443004,15.748878046466704
14.228341309963964,14.972181912509427,15.751167382956956
14.226903834167898,14.97314598122108,15.74850722222547
14.226322033217965,14.97585224976999,15.745622644831684
14.233024713332533,14.972193439954648,15.750874291013618
14.23260144515476,14.969572413612724,15.749388448460891
14.235577605524654,14.971380191488162,15.749118457509491
14.237607628605446,14.970126117236342,15.74897495106561
14.240353044490826,14.977794853784525,15.750967687493738
14.23765528048732,14.97406648816106,15.753095969614005
14.2407892762942,14.973235488938826,15.75157501746724
14.237041323531606,14.973397746218915,15.754203338501366
14.230525728253378,14.971887114057989,15.750338941797024
14.230909021602969,14.9733957224099,15.751079091471425
14.228425950649266,14.974032504798302,15.746172262162428
14.226920277385812,14.97140546073115,15.744164892084328
14.231893593906277,14.974625578632564,15.746650908990743
14.232649027579646,14.97738036039532,15.743761118729937
14.228176655706742,14.97208394447809,15.742418901518445
14.228515058262628,14.971939342547252,15.73824993729096
14.233670596225958,14.973307998594658,15.741792010660088
14.233675116152531,14.974426379648092,15.744208478291462
14.23666438444275,14.977539602928726,15.740785186341505
14.23938124162946,14.976075881298634,15.744401458821791
14.240159126494243,14.979388506510556,15.74168657244877
14.240195512050281,14.974412457381035,15.739987624488844
14.23770192808491,14.976072407638078,15.744205912931157
14.239191481887403,14.983692248155073,15.741504383865236
