Date,w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_index,kappa,kappa_lev,error,ma_long,ma_short
2000-06-06,1.5,-0.5,-0.005103147242335848,0.9948968527576642,0.005103147242335848,0.005103147242335848,0.0,0.0,0.0,0.9948968527576642,0.9948968527576642
2000-06-07,1.5,-0.5,0.009847651083057888,1.004694249827254,0.005915472477391325,0.007848995266842615,0.0,0.0,0.0,0.9998090255405317,0.9998359732211668
2000-06-08,1.5,-0.5,-0.00550524919400726,0.9991631576181688,0.005256550914081976,0.007149566053504663,0.0,0.0,0.0,0.9995925508105088,0.9996079900698078
2000-06-09,1.5,-0.5,-0.005522779137823807,0.993645000175993,0.004896235687212339,0.006776421464421907,0.0,0.0,0.0,0.9980933713178292,0.9980801382817649
2000-06-12,1.5,-0.5,-0.013083613068353666,0.980644533466386,0.005856337672992812,0.008440881746216275,0.0,0.0,0.0,0.9945651029304428,0.9944769787227368
2000-06-13,1.2484475335350982,-0.2484475335350982,0.019487947804222392,0.999755282949075,0.0075686895695765595,0.01110766440767212,0.0,0.0,0.0,0.9954420731015198,0.9953933872730084
2000-06-14,1.279895848914387,-0.279895848914387,0.007664861839296577,1.0074182690659865,0.007382719330831064,0.010676809729459601,0.0,0.0,0.0,0.9971813228485769,0.9971974364480791
2000-06-15,1.3701622339816777,-0.3701622339816777,-5.2091727436844254e-05,1.0073657909080995,0.0068963452581608945,0.009973438081968275,0.0,0.0,0.0,0.9984790273408453,0.9985430986867012
2000-06-16,1.4245899205229955,-0.4245899205229955,-0.005576533016538239,1.0017481823153693,0.006632864439867525,0.009576239896209803,0.0,0.0,0.0,0.9988503108824894,0.998923176189046
2000-06-19,1.3431413837563775,-0.3431413837563775,0.013999470798040892,1.0157721267406838,0.007035083528440059,0.01011891738786523,0.0,0.0,0.0,1.0005846891484373,1.00073592758352
2000-06-20,0.8301302291112764,0.16986977088872357,-0.007409722280310513,1.008245537381455,0.006903948113287372,0.009897253610264528,-0.5,0.0,0.04633655520927383,1.0013004436620478,1.0014763342489046
2000-06-21,1.0402022948906788,-0.040202294890678836,0.001579223911489733,1.0098377828427405,0.006623448907531026,0.009474048495811252,-0.3158893244896452,0.0,0.002635572979585807,1.0020336111205126,1.002238090999744
2000-06-22,0.6229713287627096,0.37702867123729045,-0.01704625383466461,0.9926238316645682,0.007855633129791366,0.01028202660973236,-0.6579446622448226,0.0,0.08447663128128545,1.0012856502867158,1.0014231070115187
2000-06-23,0.5281864092527961,0.47181359074720386,-0.004415649926811641,0.9882407523149271,0.007808824411087576,0.009966880794416093,-0.8289723311224113,0.0,0.053346925546775344,1.0003201882648691,1.0003772019104629
2000-06-26,0.4659435175327488,0.5340564824672511,0.006202335939546787,0.9943701534499348,0.00812646032190938,0.009753081958152885,-0.9144861655612057,0.0,0.03166258299276926,0.9999080627757582,0.9999288303097751
2000-06-27,0.7440688293045302,0.2559311706954698,-0.0024945021231816537,0.9918896949909255,0.00798461545749512,0.009451675823313712,-0.46402586386474687,-0.0004833114874209596,0.00027131124336576216,0.9993859734587589,0.9993618230144977
2000-06-28,1.4986623475916767,-0.4986623475916767,0.0034884038045771572,0.9953498067766529,0.007819949574690191,0.009197420433189841,0.26798706806762657,-0.0008921661340926398,-0.02699769329828533,0.9991379598664035,0.9990933910079277
2000-06-29,0.8059232601280834,0.19407673987191665,-0.01822731435327207,0.9772072529570662,0.008130976573941365,0.009950034338647636,-0.3660064659661867,-0.003252866872432013,0.051655251944367604,0.9978617830916735,0.9976995007122315
2000-06-30,0.5824305243943505,0.4175694756056495,0.0074616618093274936,0.9844988429962538,0.008194497475417499,0.009828945530588095,-0.6830032329830933,-0.004540546777579258,0.039410907524258326,0.9971231080314078,0.9968967595202789
2000-07-03,0.4853162753747683,0.5146837246252317,0.006712455847211354,0.9911072480114969,0.008392795172612124,0.009689875792977877,-0.8415016164915466,-0.004949627446744719,0.025160857417840177,0.9968063366397452,0.9965596761627946
2000-07-05,0.528856108259062,0.47114389174093796,-0.006657923557126683,0.9845085317173221,0.008753716373157212,0.00956040385224586,-0.7134813029779432,-0.006058870927437301,0.011709219789286796,0.9961879520669322,0.9958862090637355
2000-07-06,1.0097245706038196,-0.009724570603819593,0.0027048077586894832,0.9871714380324071,0.008609324449007187,0.009346360502720507,-0.08339730489555036,-0.006755799218530801,-0.01093373386373685,0.9957540044129071,0.9954177055090584
2000-07-07,0.6115711782407518,0.3884288217592482,0.014929785865697475,1.0019096962149636,0.008988500418906519,0.009675284711427055,-0.5416986524477752,-0.005703730613805032,0.023653915680000134,0.9960381496110235,0.9957541334474179
2000-07-10,0.7953411151667311,0.20465888483326888,-0.000962924189288909,1.0009449331329952,0.00879409441734049,0.00946044817979783,-0.3008245237489695,-0.0048562212055955015,0.001199007901003278,0.996255793149475,0.9960139205898851
2000-07-11,1.4860835391699976,-0.4860835391699976,0.003065252011984328,1.0040130816031665,0.008640219224147134,0.009277927621078923,0.3066513675105741,-0.0037287374451542336,-0.018282545175402353,0.9965869988415036,0.9964012155974684
2000-07-12,1.4973585456716685,-0.4973585456716685,0.008055312055223121,1.0121007202830061,0.00853321861978805,0.009230795785596664,0.653325683755287,-0.0017625218817741133,-0.023375488251200803,0.9972256109438142,0.9971377332180137
2000-07-13,1.5,-0.5,0.0049325218941136464,1.0170929292448503,0.00838861216563814,0.009098787013613819,0.8266628418776435,0.0,-0.03777964090960796,0.9980152625784066,0.9980461519387009
2000-07-14,1.5,-0.5,0.01385338703580972,1.0311831112450647,0.008425282999138457,0.009326397593926129,0.7401294213564286,0.0,-0.013071920016704272,0.9992898915353727,0.9995119090405444
2000-07-17,1.5,-0.5,-0.001022180303947807,1.0301290561789862,0.008267936693515505,0.009153387141397969,0.8700647106782142,0.0,-0.03179676016484327,1.0004372324421533,1.0008294917808922
2000-07-18,1.5,-0.5,-0.010808532181419939,1.0189948731242597,0.00823013106862214,0.009218238584872716,0.9350323553391071,0.0,-0.024736773878506143,1.0011064258358686,1.0015909191492602
2000-07-19,1.5,-0.5,-0.014169136760143888,1.0045565954090767,0.008273316946450563,0.00943543404719009,0.5037303935811404,0.0,-0.0014485686364634719,1.0012271488469706,1.0017121328112322
2000-07-20,0.8665333110115035,0.13346668898849645,0.020282169717565506,1.0249311827680634,0.008508287381127227,0.009999148339401001,-0.24813480320942982,0.0,0.056579172966766886,1.0020327937692075,1.0026384475407855
2000-07-21,0.5636448659386153,0.4363551340613847,-0.015547628702701233,1.008995933292565,0.00898165572834856,0.010230692664383494,-0.624067401604715,0.0,0.07947153645922779,1.002262896375033,1.0028862470340774
2000-07-24,0.4691855944922242,0.5308144055077758,-0.0042133764864553435,1.004744653552301,0.008940968480660153,0.010093163235465084,-0.8120337008023575,0.0,0.06593753692173507,1.0023427084574357,1.0029570817089155
2000-07-25,0.43117581587183695,0.568824184128163,0.00274546681146425,1.007503146652625,0.00885642555106398,0.00994570339386934,-0.9060168504011787,0.0,0.051219887857352736,1.0025043539539293,1.0031266704952884
2000-07-26,0.4102200732953047,0.5897799267046953,-0.004055998550108804,1.0034167153505718,0.00888152986531414,0.009818295062694321,-0.9530084252005894,0.0,0.038326738082097606,1.0025322129319199,1.003137268593777
2000-07-27,0.40542651136261143,0.5945734886373886,-0.001605418346427407,1.001805811746636,0.008777856024514799,0.009674920273652264,-0.9765042126002947,0.0,0.023616248091970403,1.0025105742793723,1.003089579758517
2000-07-28,0.3735565150049766,0.6264434849950233,-0.008738406683499084,0.9930516251457009,0.00941547505390071,0.009648967896090226,-0.9882521063001474,0.0,0.020930205517354295,1.002235488457233,1.0027369090764207
2000-07-31,0.5173399833545558,0.4826600166454442,0.002003273992784127,0.9950409796398474,0.009319763248014167,0.009516900801100998,-0.6728385371065164,0.0,0.007148499358257708,1.002031080459487,1.002471502968668
2000-08-01,0.8079355785745216,0.19206442142547842,0.004159233454836567,0.9991795873712989,0.009282576009669027,0.009409371530087248,-0.23105460794041366,0.0,-0.004214586424513782,1.001951880490951,1.0023599964638024
2000-08-02,1.4242449384707934,-0.42424493847079336,0.001699076255426375,1.000877269683108,0.009161904836011408,0.009284892822236544,0.32277516380750304,0.0,-0.017532098711108394,1.0019226840262685,1.0023106363455192
2000-08-03,1.5,-0.5,0.009943890979339058,1.0108298841365353,0.009111777496922083,0.009303021583591194,0.5509251191278866,0.0,-0.015581501488965399,1.0021595507149104,1.0025895235922553
2000-08-04,1.5,-0.5,0.008939255199509919,1.019865950434123,0.009044656845887374,0.009293728577553258,0.6899856634352975,0.0,-0.01658092415485417,1.00262067918465,1.0031459789369233
2000-08-07,0.8791996039233761,0.12080039607662385,0.020903797557778856,1.0411850217980696,0.009204172450286171,0.009763198433356927,-0.15500716828235123,0.0,0.032699304735559445,1.00360478171656,1.0043520705344342
