w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[0.87141525],[0.12858475],[-0.01998228],[1.17682784],[0.01084341],[0.00789236],0.0,0.0,0.0,[1.17682784],[1.17682784]
[0.87092359],[0.12907641],[-0.01037566],[1.16461748],[0.01084953],[0.00790811],0.0,0.0,0.0,[1.16461748],[1.16461748]
[0.87332201],[0.12667799],[0.00012623],[1.16476449],[0.01081973],[0.0078864],0.0,0.0,0.0,[1.16476449],[1.16476449]
[0.87564917],[0.12435083],[0.00170191],[1.16674682],[0.01079098],[0.00786575],0.0,0.0,0.0,[1.16674682],[1.16674682]
[0.87773497],[0.12226503],[-0.00346753],[1.1627011],[0.01076534],[0.00784834],0.0,0.0,0.0,[1.1627011],[1.1627011]
[0.87685658],[0.12314342],[-0.0110407],[1.14986406],[0.01077612],[0.00786939],0.0,0.0,0.0,[1.14986406],[1.14986406]
[0.87917099],[0.12082901],[-0.00192585],[1.1476496],[0.01074775],[0.00784907],0.0,0.0,0.0,[1.1476496],[1.1476496]
[0.88123726],[0.11876274],[0.00361358],[1.15179673],[0.01072255],[0.00783209],0.0,0.0,0.0,[1.15179673],[1.15179673]
[0.87429511],[0.12570489],[0.01867586],[1.17330752],[0.01080769],[0.00793212],0.0,0.0,0.0,[1.17330752],[1.17330752]
[0.87670059],[0.12329941],[0.00031328],[1.17367509],[0.01077804],[0.00791036],0.0,0.0,0.0,[1.17367509],[1.17367509]
[0.87902551],[0.12097449],[0.00181952],[1.17581062],[0.01074953],[0.00788979],0.0,0.0,0.0,[1.17581062],[1.17581062]
[0.87818133],[0.12181867],[0.01098191],[1.18872327],[0.01075986],[0.00791005],0.0,0.0,0.0,[1.18872327],[1.18872327]
[0.88059756],[0.11940244],[-0.00030888],[1.1883561],[0.01073034],[0.00788836],0.0,0.0,0.0,[1.1883561],[1.1883561]
[0.88226371],[0.11773629],[-0.00527898],[1.18208278],[0.01071008],[0.0078764],0.0,0.0,0.0,[1.18208278],[1.18208278]
[0.88344717],[0.11655283],[0.00676151],[1.19007545],[0.01069573],[0.00787071],0.0,0.0,0.0,[1.19007545],[1.19007545]
[0.88536201],[0.11463799],[0.00435524],[1.19525851],[0.0106726],[0.00785572],0.0,0.0,0.0,[1.19525851],[1.19525851]
[0.88780063],[0.11219937],[5.09502176e-07],[1.19525912],[0.01064328],[0.00783414],0.0,0.0,0.0,[1.19525912],[1.19525912]
[0.88976867],[0.11023133],[-0.00416712],[1.19027833],[0.01061974],[0.00781872],0.0,0.0,0.0,[1.19027833],[1.19027833]
[0.89215712],[0.10784288],[-0.00150304],[1.18848929],[0.01059131],[0.00779804],0.0,0.0,0.0,[1.18848929],[1.18848929]
[0.89454051],[0.10545949],[0.00163631],[1.19043403],[0.01056309],[0.00777756],0.0,0.0,0.0,[1.19043403],[1.19043403]
[0.8967918],[0.1032082],[0.00277094],[1.19373265],[0.01053657],[0.00775891],0.0,0.0,0.0,[1.19373265],[1.19373265]
[0.89898696],[0.10101304],[0.00314713],[1.19748947],[0.01051084],[0.00774111],0.0,0.0,0.0,[1.19748947],[1.19748947]
[0.9014445],[0.0985555],[0.00081777],[1.19846874],[0.01048219],[0.00772008],0.0,0.0,0.0,[1.19846874],[1.19846874]
[0.90316542],[0.09683458],[0.00522763],[1.2047339],[0.01046222],[0.00770861],0.0,0.0,0.0,[1.2047339],[1.2047339]
[0.90560899],[0.09439101],[0.00125566],[1.20624664],[0.01043399],[0.007688],0.0,0.0,0.0,[1.20624664],[1.20624664]
[0.90720787],[0.09279213],[-0.00565376],[1.19942681],[0.0104156],[0.00767831],0.0,0.0,0.0,[1.19942681],[1.19942681]
[0.90942509],[0.09057491],[-0.00316565],[1.19562985],[0.0103902],[0.00766081],0.0,0.0,0.0,[1.19562985],[1.19562985]
[0.90908949],[0.09091051],[0.01006538],[1.20766432],[0.01039404],[0.00767605],0.0,0.0,0.0,[1.20766432],[1.20766432]
[0.90834453],[0.09165547],[0.01077039],[1.22067135],[0.01040256],[0.00769642],0.0,0.0,0.0,[1.22067135],[1.22067135]
[0.90953951],[0.09046049],[-0.00682222],[1.21234366],[0.0103889],[0.0076919],0.0,0.0,0.0,[1.21234366],[1.21234366]
[0.91132652],[0.08867348],[0.0050523],[1.21846879],[0.01036853],[0.00767989],0.0,0.0,0.0,[1.21846879],[1.21846879]
[0.91189559],[0.08810441],[-0.00830495],[1.20834947],[0.01036205],[0.00768346],0.0,0.0,0.0,[1.20834947],[1.20834947]
[0.9141764],[0.0858236],[-0.00285904],[1.20489474],[0.0103362],[0.00766528],0.0,0.0,0.0,[1.20489474],[1.20489474]
[0.9161757],[0.0838243],[-0.0042812],[1.19973635],[0.01031365],[0.0076508],0.0,0.0,0.0,[1.19973635],[1.19973635]
[0.91867617],[0.08132383],[-0.00090004],[1.19865653],[0.01028557],[0.00763008],0.0,0.0,0.0,[1.19865653],[1.19865653]
[0.91814515],[0.08185485],[-0.01039755],[1.18619345],[0.01029152],[0.00764799],0.0,0.0,0.0,[1.18619345],[1.18619345]
[0.91319036],[0.08680964],[0.01632119],[1.20555354],[0.01034736],[0.00772219],0.0,0.0,0.0,[1.20555354],[1.20555354]
[0.90199703],[0.09800297],[0.02226521],[1.23239544],[0.01047577],[0.00787558],0.0,0.0,0.0,[1.23239544],[1.23239544]
[0.90444331],[0.09555669],[-0.00116816],[1.23095581],[0.01044743],[0.00785443],0.0,0.0,0.0,[1.23095581],[1.23095581]
[0.906381],[0.093619],[0.00444718],[1.23643009],[0.0104251],[0.00783977],0.0,0.0,0.0,[1.23643009],[1.23643009]
[0.90865218],[0.09134782],[-0.00283303],[1.23292726],[0.01039904],[0.00782105],0.0,0.0,0.0,[1.23292726],[1.23292726]
[0.91098225],[0.08901775],[-0.00247699],[1.22987331],[0.01037244],[0.00780173],0.0,0.0,0.0,[1.22987331],[1.22987331]
[0.91332505],[0.08667495],[0.00242885],[1.23286049],[0.01034584],[0.00778238],0.0,0.0,0.0,[1.23286049],[1.23286049]
[0.91449234],[0.08550766],[0.00691151],[1.24138141],[0.01033263],[0.00777787],0.0,0.0,0.0,[1.24138141],[1.24138141]
[0.91700589],[0.08299411],[0.00043304],[1.24191898],[0.01030431],[0.00775657],0.0,0.0,0.0,[1.24191898],[1.24191898]
[0.91951322],[0.08048678],[-0.00080537],[1.24091878],[0.01027621],[0.00773549],0.0,0.0,0.0,[1.24091878],[1.24091878]
[0.92204193],[0.07795807],[0.00037368],[1.24138249],[0.01024803],[0.0077143],0.0,0.0,0.0,[1.24138249],[1.24138249]
[0.92457758],[0.07542242],[-0.00037391],[1.24091832],[0.01021992],[0.00769316],0.0,0.0,0.0,[1.24091832],[1.24091832]
[0.92600464],[0.07399536],[0.00625822],[1.24868426],[0.01020417],[0.00768601],0.0,0.0,0.0,[1.24868426],[1.24868426]
[0.92838612],[0.07161388],[0.00242846],[1.25171665],[0.010178],[0.00766701],0.0,0.0,0.0,[1.25171665],[1.25171665]
[0.93034985],[0.06965015],[0.00454489],[1.25740556],[0.01015651],[0.00765336],0.0,0.0,0.0,[1.25740556],[1.25740556]
[0.93282533],[0.06717467],[0.00173831],[1.25959132],[0.01012956],[0.00763342],0.0,0.0,0.0,[1.25959132],[1.25959132]
[0.93539289],[0.06460711],[0.00024888],[1.25990481],[0.01010176],[0.00761248],0.0,0.0,0.0,[1.25990481],[1.25990481]
[0.93735447],[0.06264553],[0.00460899],[1.26571169],[0.01008062],[0.00759924],0.0,0.0,0.0,[1.26571169],[1.26571169]
[0.93993629],[0.06006371],[2.43621497e-07],[1.265712],[0.01005293],[0.00757837],0.0,0.0,0.0,[1.265712],[1.265712]
[0.94224292],[0.05775708],[0.00311472],[1.26965433],[0.01002832],[0.00756107],0.0,0.0,0.0,[1.26965433],[1.26965433]
[0.94448396],[0.05551604],[-0.00348463],[1.26523006],[0.01000452],[0.00754472],0.0,0.0,0.0,[1.26523006],[1.26523006]
[0.946902],[0.053098],[-0.00250394],[1.262062],[0.00997898],[0.00752628],0.0,0.0,0.0,[1.262062],[1.262062]
[0.94665988],[0.05334012],[0.00988008],[1.27453127],[0.00998153],[0.0075412],0.0,0.0,0.0,[1.27453127],[1.27453127]
[0.94614981],[0.05385019],[-0.01033607],[1.26135763],[0.00998691],[0.00755935],0.0,0.0,0.0,[1.26135763],[1.26135763]
[0.94652165],[0.05347835],[0.00874666],[1.2723903],[0.00998299],[0.00756637],0.0,0.0,0.0,[1.2723903],[1.2723903]
[0.94908312],[0.05091688],[0.00124739],[1.27397747],[0.00995604],[0.00754615],0.0,0.0,0.0,[1.27397747],[1.27397747]
[0.95166011],[0.04833989],[-0.00112382],[1.27254575],[0.00992908],[0.00752589],0.0,0.0,0.0,[1.27254575],[1.27254575]
[0.95359492],[0.04640508],[0.00482821],[1.27868987],[0.00990894],[0.00751373],0.0,0.0,0.0,[1.27868987],[1.27868987]
[0.95621859],[0.04378141],[-0.00031249],[1.27829029],[0.00988175],[0.00749313],0.0,0.0,0.0,[1.27829029],[1.27829029]
[0.95871779],[0.04128221],[0.00213193],[1.28101552],[0.00985599],[0.00747421],0.0,0.0,0.0,[1.28101552],[1.28101552]
[0.96134675],[0.03865325],[0.00062778],[1.28181971],[0.00982904],[0.00745383],0.0,0.0,0.0,[1.28181971],[1.28181971]
[0.96395657],[0.03604343],[0.0011312],[1.28326971],[0.00980242],[0.00743382],0.0,0.0,0.0,[1.28326971],[1.28326971]
[0.96657746],[0.03342254],[-0.00107],[1.28189661],[0.00977585],[0.00741383],0.0,0.0,0.0,[1.28189661],[1.28189661]
[0.96792424],[0.03207576],[0.00663541],[1.29040252],[0.00976224],[0.00740978],0.0,0.0,0.0,[1.29040252],[1.29040252]
[0.96616298],[0.03383702],[-0.01219318],[1.27466841],[0.00978004],[0.00744441],0.0,0.0,0.0,[1.27466841],[1.27466841]
[0.96789001],[0.03210999],[-0.0055907],[1.26754212],[0.00976259],[0.0074355],0.0,0.0,0.0,[1.26754212],[1.26754212]
[0.96798252],[0.03201748],[0.00928319],[1.27930896],[0.00976166],[0.00744689],0.0,0.0,0.0,[1.27930896],[1.27930896]
[0.96093165],[0.03906835],[-0.01813819],[1.25610461],[0.00983328],[0.00754698],0.0,0.0,0.0,[1.25610461],[1.25610461]
[0.96230604],[0.03769396],[0.00654463],[1.26432534],[0.00981924],[0.00754184],0.0,0.0,0.0,[1.26432534],[1.26432534]
[0.96087244],[0.03912756],[0.01174263],[1.27917185],[0.00983389],[0.00757125],0.0,0.0,0.0,[1.27917185],[1.27917185]
[0.9634991],[0.0365009],[-0.00081823],[1.2781252],[0.00980708],[0.00755069],0.0,0.0,0.0,[1.2781252],[1.2781252]
[0.96598096],[0.03401904],[0.00240089],[1.28119383],[0.00978188],[0.00753205],0.0,0.0,0.0,[1.28119383],[1.28119383]
[0.96795242],[0.03204758],[0.00480198],[1.2873461],[0.00976196],[0.00751978],0.0,0.0,0.0,[1.2873461],[1.2873461]
[0.96832718],[0.03167282],[0.00875746],[1.29861998],[0.00975818],[0.00752712],0.0,0.0,0.0,[1.29861998],[1.29861998]
[0.9708745],[0.0291255],[0.00199892],[1.30121582],[0.00973258],[0.00750791],0.0,0.0,0.0,[1.30121582],[1.30121582]
[0.97346305],[0.02653695],[0.00168727],[1.30341132],[0.0097067],[0.00748833],0.0,0.0,0.0,[1.30341132],[1.30341132]
[0.97563074],[0.02436926],[0.0041287],[1.30879272],[0.00968513],[0.00747402],0.0,0.0,0.0,[1.30879272],[1.30879272]
[0.97797461],[0.02202539],[0.00337176],[1.31320565],[0.00966192],[0.00745767],0.0,0.0,0.0,[1.31320565],[1.31320565]
[0.98050703],[0.01949297],[-0.00230755],[1.31017536],[0.00963696],[0.00743915],0.0,0.0,0.0,[1.31017536],[1.31017536]
[0.98314996],[0.01685004],[0.0013791],[1.31198222],[0.00961106],[0.00741942],0.0,0.0,0.0,[1.31198222],[1.31198222]
[0.98493054],[0.01506946],[0.00552224],[1.31922729],[0.00959368],[0.00741034],0.0,0.0,0.0,[1.31922729],[1.31922729]
[0.98760474],[0.01239526],[-0.00112566],[1.31774229],[0.00956771],[0.00739045],0.0,0.0,0.0,[1.31774229],[1.31774229]
[0.98923948],[0.01076052],[-0.00596152],[1.30988654],[0.0095519],[0.00738337],0.0,0.0,0.0,[1.30988654],[1.30988654]
[0.99188135],[0.00811865],[-0.00164446],[1.30773249],[0.00952645],[0.00736409],0.0,0.0,0.0,[1.30773249],[1.30773249]
[0.99337592],[0.00662408],[0.00635219],[1.31603946],[0.00951212],[0.00735892],0.0,0.0,0.0,[1.31603946],[1.31603946]
[0.99404055],[0.00595945],[-0.00821761],[1.30522475],[0.00950576],[0.00736391],0.0,0.0,0.0,[1.30522475],[1.30522475]
[0.9949195],[0.0050805],[0.00778094],[1.31538063],[0.00949736],[0.00736626],0.0,0.0,0.0,[1.31538063],[1.31538063]
[0.9973265],[0.0026735],[-0.00328972],[1.3110534],[0.00947444],[0.00735007],0.0,0.0,0.0,[1.3110534],[1.3110534]
[0.99828613],[0.00171387],[0.00761652],[1.32103907],[0.00946533],[0.00735155],0.0,0.0,0.0,[1.32103907],[1.32103907]
[1.00102064],[-0.00102064],[-0.00069968],[1.32011476],[0.00943948],[0.00733154],0.0,0.0,0.0,[1.32011476],[1.32011476]
[1.00351081],[-0.00351081],[0.00293503],[1.32398933],[0.00941605],[0.00731464],0.0,0.0,0.0,[1.32398933],[1.32398933]
[1.00593322],[-0.00593322],[-0.00331599],[1.31959899],[0.00939338],[0.00729868],0.0,0.0,0.0,[1.31959899],[1.31959899]
[1.00800286],[-0.00800286],[0.00474575],[1.32586147],[0.00937409],[0.00728711],0.0,0.0,0.0,[1.32586147],[1.32586147]
[1.00776309],[-0.00776309],[-0.00985048],[1.3128011],[0.00937632],[0.00730363],0.0,0.0,0.0,[1.3128011],[1.3128011]
[1.01007057],[-0.01007057],[0.00387435],[1.31788735],[0.0093549],[0.00728922],0.0,0.0,0.0,[1.31788735],[1.31788735]
[1.01226924],[-0.01226924],[-0.00432013],[1.3121939],[0.00933458],[0.00727624],0.0,0.0,0.0,[1.3121939],[1.3121939]
[1.01384224],[-0.01384224],[0.00623075],[1.32036986],[0.0093201],[0.00727091],0.0,0.0,0.0,[1.32036986],[1.32036986]
[1.01619413],[-0.01619413],[0.00374679],[1.32531701],[0.00929853],[0.00725625],0.0,0.0,0.0,[1.32531701],[1.32531701]
[1.01394582],[-0.01394582],[0.01270983],[1.34216156],[0.00931915],[0.00729729],0.0,0.0,0.0,[1.34216156],[1.34216156]
[1.01639561],[-0.01639561],[0.00330538],[1.34659791],[0.00929669],[0.00728137],0.0,0.0,0.0,[1.34659791],[1.34659791]
[1.01897122],[-0.01897122],[-0.0026674],[1.34300599],[0.00927319],[0.00726405],0.0,0.0,0.0,[1.34300599],[1.34300599]
[1.00505223],[-0.00505223],[-0.02330658],[1.31170512],[0.00940161],[0.00744695],0.0,0.0,0.0,[1.31170512],[1.31170512]
[1.00122137],[-0.00122137],[0.01463098],[1.33089666],[0.00943759],[0.00750514],0.0,0.0,0.0,[1.33089666],[1.33089666]
[0.99701583],[0.00298417],[-0.0150624],[1.31085017],[0.00947739],[0.00756722],0.0,0.0,0.0,[1.31085017],[1.31085017]
[0.99873927],[0.00126073],[-0.00575891],[1.3033011],[0.00946104],[0.00755848],0.0,0.0,0.0,[1.3033011],[1.3033011]
[0.99948703],[0.00051297],[0.00805872],[1.31380403],[0.00945396],[0.00756131],0.0,0.0,0.0,[1.31380403],[1.31380403]
[1.0013676],[-0.0013676],[0.00531169],[1.32078256],[0.00943621],[0.0075508],0.0,0.0,0.0,[1.32078256],[1.32078256]
[1.00091062],[-0.00091062],[0.0102054],[1.33426167],[0.00944052],[0.0075679],0.0,0.0,0.0,[1.33426167],[1.33426167]
[1.00366738],[-0.00366738],[-6.32705099e-05],[1.33417725],[0.00941459],[0.00754712],0.0,0.0,0.0,[1.33417725],[1.33417725]
[1.00573233],[-0.00573233],[0.00474584],[1.34050904],[0.00939526],[0.00753459],0.0,0.0,0.0,[1.34050904],[1.34050904]
[1.00835911],[-0.00835911],[-0.00214553],[1.33763294],[0.00937078],[0.00751557],0.0,0.0,0.0,[1.33763294],[1.33763294]
[1.00961994],[-0.00961994],[0.00697579],[1.34696399],[0.00935908],[0.00751272],0.0,0.0,0.0,[1.34696399],[1.34696399]
[1.01224846],[-0.01224846],[0.0022073],[1.34993715],[0.00933478],[0.00749387],0.0,0.0,0.0,[1.34993715],[1.34993715]
[1.01277004],[-0.01277004],[-0.00851632],[1.33844066],[0.00932997],[0.00749986],0.0,0.0,0.0,[1.33844066],[1.33844066]
[1.01293398],[-0.01293398],[0.00916608],[1.35070892],[0.00932846],[0.00751001],0.0,0.0,0.0,[1.35070892],[1.35070892]
[1.01258059],[-0.01258059],[0.01003228],[1.36425961],[0.00933171],[0.00752615],0.0,0.0,0.0,[1.36425961],[1.36425961]
[1.0151435],[-0.0151435],[0.00268527],[1.36792301],[0.00930815],[0.00750811],0.0,0.0,0.0,[1.36792301],[1.36792301]
[1.01709591],[-0.01709591],[0.0051829],[1.37501281],[0.00929029],[0.00749732],0.0,0.0,0.0,[1.37501281],[1.37501281]
[1.01917416],[-0.01917416],[0.00479359],[1.38160406],[0.00927134],[0.00748515],0.0,0.0,0.0,[1.38160406],[1.38160406]
[1.02174582],[-0.02174582],[-0.00273186],[1.37782971],[0.00924801],[0.00746734],0.0,0.0,0.0,[1.37782971],[1.37782971]
[1.02423963],[-0.02423963],[0.00318268],[1.3822149],[0.00922549],[0.00745056],0.0,0.0,0.0,[1.3822149],[1.3822149]
[1.02703657],[-0.02703657],[0.00087309],[1.3834217],[0.00920037],[0.00743037],0.0,0.0,0.0,[1.3834217],[1.3834217]
[1.0260394],[-0.0260394],[0.01099698],[1.39863516],[0.00920931],[0.00745459],0.0,0.0,0.0,[1.39863516],[1.39863516]
[1.02801115],[-0.02801115],[0.00518778],[1.40589097],[0.00919164],[0.00744404],0.0,0.0,0.0,[1.40589097],[1.40589097]
[1.03007098],[-0.03007098],[-0.00492558],[1.39896614],[0.00917326],[0.00743255],0.0,0.0,0.0,[1.39896614],[1.39896614]
[1.02966582],[-0.02966582],[0.01010419],[1.41310155],[0.00917687],[0.00744982],0.0,0.0,0.0,[1.41310155],[1.41310155]
[1.03249999],[-0.03249999],[0.00024505],[1.41344783],[0.00915168],[0.00742938],0.0,0.0,0.0,[1.41344783],[1.41344783]
[1.03529046],[-0.03529046],[0.00129225],[1.41527436],[0.00912702],[0.0074096],0.0,0.0,0.0,[1.41527436],[1.41527436]
[1.03621487],[-0.03621487],[-0.00776285],[1.40428779],[0.00911887],[0.00741158],0.0,0.0,0.0,[1.40428779],[1.40428779]
[1.03877171],[-0.03877171],[-0.00304405],[1.40001308],[0.00909643],[0.00739466],0.0,0.0,0.0,[1.40001308],[1.40001308]
[1.0416046],[-0.0416046],[-0.00093743],[1.39870066],[0.00907169],[0.00737467],0.0,0.0,0.0,[1.39870066],[1.39870066]
[1.04315667],[-0.04315667],[0.00639457],[1.40764475],[0.00905819],[0.00736965],0.0,0.0,0.0,[1.40764475],[1.40764475]
[1.04442696],[-0.04442696],[-0.00705139],[1.3977189],[0.00904717],[0.00736794],0.0,0.0,0.0,[1.3977189],[1.3977189]
[1.04674648],[-0.04674648],[0.00415164],[1.40352173],[0.00902713],[0.00735414],0.0,0.0,0.0,[1.40352173],[1.40352173]
[1.04234216],[-0.04234216],[-0.01507039],[1.38237011],[0.00906527],[0.0074184],0.0,0.0,0.0,[1.38237011],[1.38237011]
[1.04423089],[-0.04423089],[0.00551938],[1.38999993],[0.00904887],[0.00740931],0.0,0.0,0.0,[1.38999993],[1.38999993]
[1.04638056],[-0.04638056],[-0.00474187],[1.38340872],[0.00903028],[0.0073973],0.0,0.0,0.0,[1.38340872],[1.38340872]
[1.04190439],[-0.04190439],[-0.01514692],[1.36245435],[0.00906908],[0.0074618],0.0,0.0,0.0,[1.36245435],[1.36245435]
[1.04186337],[-0.04186337],[0.00951658],[1.37542026],[0.00906943],[0.00747461],0.0,0.0,0.0,[1.37542026],[1.37542026]
[1.03900308],[-0.03900308],[0.0133796],[1.39382283],[0.0090944],[0.00751967],0.0,0.0,0.0,[1.39382283],[1.39382283]
[1.04186437],[-0.04186437],[-0.0001254],[1.39364804],[0.00906943],[0.00749902],0.0,0.0,0.0,[1.39364804],[1.39364804]
[1.04135639],[-0.04135639],[-0.01025524],[1.37935584],[0.00907385],[0.0075169],0.0,0.0,0.0,[1.37935584],[1.37935584]
[1.04179126],[-0.04179126],[-0.00870075],[1.36735441],[0.00907006],[0.0075239],0.0,0.0,0.0,[1.36735441],[1.36735441]
[1.03667118],[-0.03667118],[0.01582537],[1.3889933],[0.00911486],[0.00759424],0.0,0.0,0.0,[1.3889933],[1.3889933]
[1.03813294],[-0.03813294],[-0.00659447],[1.37983363],[0.00910202],[0.00758911],0.0,0.0,0.0,[1.37983363],[1.37983363]
[1.03868659],[-0.03868659],[0.00848164],[1.39153688],[0.00909717],[0.0075943],0.0,0.0,0.0,[1.39153688],[1.39153688]
[1.03969387],[-0.03969387],[0.00760025],[1.40211291],[0.00908836],[0.00759433],0.0,0.0,0.0,[1.40211291],[1.40211291]
[1.03664496],[-0.03664496],[-0.01360747],[1.3830337],[0.00911509],[0.00764024],0.0,0.0,0.0,[1.3830337],[1.3830337]
[1.01788273],[-0.01788273],[-0.0263591],[1.34657817],[0.0092831],[0.00786541],0.0,0.0,0.0,[1.34657817],[1.34657817]
[1.02038079],[-0.02038079],[0.00311372],[1.35077104],[0.00926038],[0.0078472],0.0,0.0,0.0,[1.35077104],[1.35077104]
[1.01782553],[-0.01782553],[-0.01308078],[1.3331019],[0.00928363],[0.00788539],0.0,0.0,0.0,[1.3331019],[1.3331019]
[1.0174449],[-0.0174449],[0.01007295],[1.34653017],[0.0092871],[0.00789905],0.0,0.0,0.0,[1.34653017],[1.34653017]
[1.01710478],[-0.01710478],[0.01000855],[1.36000699],[0.0092902],[0.00791215],0.0,0.0,0.0,[1.36000699],[1.36000699]
[1.01879654],[-0.01879654],[0.00593964],[1.36808494],[0.00927478],[0.00790268],0.0,0.0,0.0,[1.36808494],[1.36808494]
[1.02027938],[-0.02027938],[-0.00648178],[1.35921732],[0.0092613],[0.00789558],0.0,0.0,0.0,[1.35921732],[1.35921732]
[1.0208484],[-0.0208484],[0.00843484],[1.37068211],[0.00925614],[0.00789864],0.0,0.0,0.0,[1.37068211],[1.37068211]
[1.02357555],[-0.02357555],[-0.00163622],[1.36843936],[0.00923147],[0.00787787],0.0,0.0,0.0,[1.36843936],[1.36843936]
[1.02635827],[-0.02635827],[0.00107423],[1.36990938],[0.00920645],[0.00785664],0.0,0.0,0.0,[1.36990938],[1.36990938]
[1.02512671],[-0.02512671],[0.01133191],[1.38543307],[0.00921751],[0.00787989],0.0,0.0,0.0,[1.38543307],[1.38543307]
[1.02694549],[-0.02694549],[0.0056292],[1.39323195],[0.00920118],[0.00786929],0.0,0.0,0.0,[1.39323195],[1.39323195]
[1.02805869],[-0.02805869],[0.00735242],[1.40347558],[0.00919122],[0.00786655],0.0,0.0,0.0,[1.40347558],[1.40347558]
[1.03088435],[-0.03088435],[0.00043372],[1.4040843],[0.00916603],[0.00784501],0.0,0.0,0.0,[1.4040843],[1.4040843]
[1.02670765],[-0.02670765],[0.01489859],[1.42500317],[0.00920331],[0.0079009],0.0,0.0,0.0,[1.42500317],[1.42500317]
[1.02953133],[-0.02953133],[-0.00036562],[1.42448216],[0.00917807],[0.00787925],0.0,0.0,0.0,[1.42448216],[1.42448216]
[1.03169728],[-0.03169728],[0.00458487],[1.43101322],[0.0091588],[0.00786494],0.0,0.0,0.0,[1.43101322],[1.43101322]
[1.03394022],[-0.03394022],[-0.00433036],[1.42481641],[0.00913893],[0.00784989],0.0,0.0,0.0,[1.42481641],[1.42481641]
[1.03663171],[-0.03663171],[0.00220967],[1.42796478],[0.00911521],[0.00783004],0.0,0.0,0.0,[1.42796478],[1.42796478]
[1.03837276],[-0.03837276],[0.00589521],[1.43638293],[0.00909992],[0.00782073],0.0,0.0,0.0,[1.43638293],[1.43638293]
[1.04104979],[-0.04104979],[0.00238566],[1.43980966],[0.00907652],[0.00780125],0.0,0.0,0.0,[1.43980966],[1.43980966]
[1.04382922],[-0.04382922],[0.00165201],[1.44218825],[0.00905235],[0.00778078],0.0,0.0,0.0,[1.44218825],[1.44218825]
[1.04655569],[-0.04655569],[-0.00214428],[1.4390958],[0.00902877],[0.00776104],0.0,0.0,0.0,[1.4390958],[1.4390958]
[1.04899673],[-0.04899673],[-0.0036919],[1.4337828],[0.00900776],[0.00774455],0.0,0.0,0.0,[1.4337828],[1.4337828]
[1.05175857],[-0.05175857],[0.00198075],[1.43662277],[0.00898411],[0.00772467],0.0,0.0,0.0,[1.43662277],[1.43662277]
[1.05458939],[-0.05458939],[0.00142455],[1.43866931],[0.00895999],[0.00770417],0.0,0.0,0.0,[1.43866931],[1.43866931]
[1.05718],[-0.05718],[-0.0031017],[1.43420699],[0.00893803],[0.00768645],0.0,0.0,0.0,[1.43420699],[1.43420699]
[1.06009072],[-0.06009072],[-0.00018705],[1.43393872],[0.00891349],[0.00766534],0.0,0.0,0.0,[1.43393872],[1.43393872]
[1.06300598],[-0.06300598],[0.000375],[1.43447644],[0.00888905],[0.00764434],0.0,0.0,0.0,[1.43447644],[1.43447644]
[1.06079398],[-0.06079398],[0.01253903],[1.45246339],[0.00890758],[0.00767971],0.0,0.0,0.0,[1.45246339],[1.45246339]
[1.06359506],[-0.06359506],[0.00191686],[1.45524755],[0.00888413],[0.00765993],0.0,0.0,0.0,[1.45524755],[1.45524755]
[1.06648812],[-0.06648812],[-0.00105242],[1.45371602],[0.00886003],[0.00763929],0.0,0.0,0.0,[1.45371602],[1.45371602]
[1.06837154],[-0.06837154],[-0.00565296],[1.44549822],[0.00884441],[0.0076298],0.0,0.0,0.0,[1.44549822],[1.44549822]
[1.07073332],[-0.07073332],[-0.00419152],[1.43943939],[0.0088249],[0.00761517],0.0,0.0,0.0,[1.43943939],[1.43943939]
[1.07322535],[-0.07322535],[0.00371364],[1.44478495],[0.00880441],[0.00759924],0.0,0.0,0.0,[1.44478495],[1.44478495]
[1.07589125],[-0.07589125],[-0.00295507],[1.44051551],[0.00878259],[0.00758152],0.0,0.0,0.0,[1.44051551],[1.44051551]
[1.07876463],[-0.07876463],[-0.00164379],[1.4381476],[0.0087592],[0.00756168],0.0,0.0,0.0,[1.4381476],[1.4381476]
[1.08123538],[-0.08123538],[0.00387155],[1.44371547],[0.00873918],[0.00754636],0.0,0.0,0.0,[1.44371547],[1.44371547]
[1.0831009],[-0.0831009],[-0.00576822],[1.4353878],[0.00872413],[0.00753775],0.0,0.0,0.0,[1.4353878],[1.4353878]
[1.07803494],[-0.07803494],[-0.015576],[1.4130302],[0.00876513],[0.00760506],0.0,0.0,0.0,[1.4130302],[1.4130302]
[1.08064341],[-0.08064341],[-0.00328823],[1.40838383],[0.00874397],[0.00758808],0.0,0.0,0.0,[1.40838383],[1.40838383]
[1.08201361],[-0.08201361],[-0.00693506],[1.3986166],[0.0087329],[0.00758465],0.0,0.0,0.0,[1.3986166],[1.3986166]
[1.0841026],[-0.0841026],[0.00515968],[1.40583302],[0.00871607],[0.00757346],0.0,0.0,0.0,[1.40583302],[1.40583302]
[1.08558017],[-0.08558017],[-0.00670932],[1.39640083],[0.0087042],[0.00756899],0.0,0.0,0.0,[1.39640083],[1.39640083]
[1.08532567],[-0.08532567],[0.00984454],[1.41014776],[0.00870625],[0.00758334],0.0,0.0,0.0,[1.41014776],[1.41014776]
